 nlayers, height, LOG10C01, LOG10C02, LOG10C03, LOG10C04, LOG10C05, LOG10T01, LOG10T02, LOG10T03, LOG10T04, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09, Z10, Z11, Z12, Z13, Z14, Z15, Z16, Z17, Z18
  5, 37.15, -2.599384e+00, -3.530130e+00, -1.371510e+00, -3.164037e+00, -3.365906e+00,  9.635734e-01,  7.138447e-01,  1.810840e+00,  1.490495e+00,  3.039494e+03,  2.065461e+03,  1.390246e+03,  9.549286e+02,  6.539717e+02,  4.480937e+02,  3.085016e+02,  2.138210e+02,  1.471430e+02,  9.943455e+01,  6.484796e+01,  4.033885e+01,  2.408218e+01,  1.375123e+01,  7.484427e+00,  3.907197e+00,  1.945723e+00,  9.248674e-01
  5, 30.68, -3.616388e+00, -1.255041e-01, -7.347440e-01, -3.562519e+00, -3.265111e+00,  1.752277e+00,  1.711087e+00,  9.581848e-01,  1.650365e+00,  1.912240e+02,  1.429062e+02,  1.119323e+02,  8.970445e+01,  7.211126e+01,  5.798739e+01,  4.655713e+01,  3.732103e+01,  2.973518e+01,  2.351698e+01,  1.833801e+01,  1.402048e+01,  1.053161e+01,  7.730618e+00,  5.526348e+00,  3.872204e+00,  2.681556e+00,  1.865078e+00
  5, 46.72,  4.543584e-01, -2.940433e+00, -1.137310e+00, -3.820090e+00, -1.498548e+00,  1.331252e+00,  1.327559e+00,  7.066394e-01,  7.900608e-01,  5.792088e+02,  7.582892e+02,  6.044989e+02,  4.867747e+02,  3.925221e+02,  3.162346e+02,  2.540998e+02,  2.036160e+02,  1.619389e+02,  1.275979e+02,  9.884739e+01,  7.481669e+01,  5.556371e+01,  4.061159e+01,  2.956046e+01,  2.184470e+01,  1.645642e+01,  1.251137e+01
  5, 41.37,  5.437937e-01, -3.901245e-01,  5.864521e-01, -2.889522e+00, -2.375717e+00,  1.811717e+00,  7.890699e-01,  1.421278e+00,  1.573191e+00,  8.235891e+02,  1.073561e+03,  8.572534e+02,  6.917256e+02,  5.592428e+02,  4.520650e+02,  3.648359e+02,  2.940432e+02,  2.356988e+02,  1.877437e+02,  1.477237e+02,  1.143238e+02,  8.732934e+01,  6.563149e+01,  4.839511e+01,  3.505786e+01,  2.484020e+01,  1.719514e+01
  5, 39.89, -9.268587e-01, -3.040756e+00, -3.133353e+00,  3.797982e-02, -3.891735e+00,  9.982112e-01,  1.711472e+00,  1.283320e+00,  1.377823e+00,  6.627073e+03,  5.435961e+03,  4.045989e+03,  2.881483e+03,  1.934646e+03,  1.223669e+03,  7.289169e+02,  4.110813e+02,  2.180574e+02,  1.090613e+02,  5.098904e+01,  2.232882e+01,  9.634408e+00,  4.414461e+00,  2.386231e+00,  1.603908e+00,  1.233379e+00,  9.808869e-01
  5, 45.14, -9.558968e-01, -4.729253e-01, -8.618152e-01, -2.041705e+00, -3.449167e+00,  1.108175e+00,  8.655678e-01,  1.614664e+00,  1.589234e+00,  3.273364e+03,  2.377904e+03,  1.597190e+03,  1.111427e+03,  7.989903e+02,  5.932383e+02,  4.482466e+02,  3.398891e+02,  2.550099e+02,  1.886735e+02,  1.368509e+02,  9.699271e+01,  6.748424e+01,  4.573105e+01,  2.989662e+01,  1.880275e+01,  1.127651e+01,  6.431999e+00
  5, 30.80,  1.044829e-01, -9.437630e-01,  5.865700e-01, -2.987980e+00, -2.942878e+00,  1.505541e+00,  1.216573e+00,  1.398483e+00,  1.200047e+00,  4.839724e+03,  4.554772e+03,  3.552213e+03,  2.805258e+03,  2.213904e+03,  1.741853e+03,  1.363804e+03,  1.062884e+03,  8.205302e+02,  6.266975e+02,  4.701503e+02,  3.446875e+02,  2.484550e+02,  1.761801e+02,  1.231356e+02,  8.509619e+01,  5.753178e+01,  3.758207e+01
  5, 35.20, -8.065127e-01, -6.083851e-01, -2.693978e+00, -3.907556e+00, -7.911681e-01,  1.258367e+00,  1.144128e+00,  8.343127e-01,  9.957600e-01,  7.061833e+03,  5.375792e+03,  3.819333e+03,  2.730931e+03,  1.932295e+03,  1.362322e+03,  9.666935e+02,  6.955156e+02,  5.018542e+02,  3.585815e+02,  2.488662e+02,  1.656566e+02,  1.062887e+02,  6.564367e+01,  3.903713e+01,  2.255645e+01,  1.265441e+01,  6.919598e+00
  5, 32.07, -1.531864e+00, -3.972114e+00, -3.009912e+00, -2.376572e+00, -3.835092e+00,  1.947101e+00,  1.591745e+00,  1.516777e+00,  1.387941e+00,  9.879546e+03,  5.958694e+03,  3.577847e+03,  2.212740e+03,  1.366816e+03,  8.446457e+02,  5.237993e+02,  3.282424e+02,  2.059835e+02,  1.285199e+02,  7.826234e+01,  4.586087e+01,  2.600574e+01,  1.420555e+01,  7.442667e+00,  3.764230e+00,  1.826483e+00,  8.504288e-01
  5, 38.39, -8.470549e-01, -2.668665e+00, -3.738156e+00, -3.391711e+00, -9.050437e-01,  1.151880e+00,  1.680708e+00,  1.082377e+00,  9.720768e-01,  5.783938e+03,  4.731806e+03,  3.700539e+03,  2.889278e+03,  2.174178e+03,  1.562589e+03,  1.070631e+03,  7.017877e+02,  4.382273e+02,  2.613237e+02,  1.477029e+02,  7.887324e+01,  4.063361e+01,  2.045175e+01,  1.021924e+01,  5.214701e+00,  2.736207e+00,  1.477437e+00
  5, 35.91, -1.457587e+00, -1.720579e+00, -3.727477e+00, -1.719019e+00, -2.320725e+00,  8.618372e-01,  1.645241e+00,  9.355235e-01,  1.423994e+00,  8.444277e+03,  5.122247e+03,  3.036531e+03,  1.842810e+03,  1.111412e+03,  6.665639e+02,  3.978485e+02,  2.374653e+02,  1.404304e+02,  8.207232e+01,  4.678206e+01,  2.577038e+01,  1.386661e+01,  7.270492e+00,  3.702004e+00,  1.845209e+00,  8.955724e-01,  4.238744e-01
  5, 34.30, -1.696159e-01,  1.871804e-01, -1.298962e+00, -1.950866e+00, -9.840434e-01,  1.170130e+00,  1.911215e+00,  1.018657e+00,  1.941919e+00,  4.591951e+03,  4.081237e+03,  3.146159e+03,  2.455620e+03,  1.909843e+03,  1.471734e+03,  1.117581e+03,  8.351331e+02,  6.114384e+02,  4.397067e+02,  3.096871e+02,  2.136486e+02,  1.460238e+02,  9.889898e+01,  6.625987e+01,  4.400465e+01,  2.877830e+01,  1.848144e+01
  5, 38.84, -1.595325e+00, -4.450688e-01, -3.100253e+00,  1.614405e-01, -2.093109e+00,  7.780750e-01,  1.472426e+00,  1.090808e+00,  1.494857e+00,  2.788509e+03,  2.253794e+03,  1.692454e+03,  1.297806e+03,  9.958328e+02,  7.621764e+02,  5.812701e+02,  4.431286e+02,  3.367668e+02,  2.544329e+02,  1.883143e+02,  1.343330e+02,  9.192144e+01,  5.978286e+01,  3.676273e+01,  2.148840e+01,  1.194808e+01,  6.419986e+00
  5, 44.10,  3.612204e-01, -3.734357e+00, -8.534289e-01, -1.833374e+00,  5.245056e-01,  8.123372e-01,  1.746203e+00,  9.823800e-01,  1.028004e+00,  8.197699e+02,  9.815654e+02,  7.740069e+02,  6.259760e+02,  5.231897e+02,  4.553191e+02,  4.080584e+02,  3.690895e+02,  3.306471e+02,  2.904657e+02,  2.479668e+02,  2.041232e+02,  1.617443e+02,  1.225193e+02,  8.813379e+01,  6.006977e+01,  3.847045e+01,  2.304294e+01
  5, 32.50, -2.136405e+00, -2.153561e-01, -3.883593e+00, -2.132724e-01, -2.154574e+00,  1.957148e+00,  1.929087e+00,  1.969587e+00,  9.507708e-01,  5.856288e+03,  2.759387e+03,  1.350977e+03,  6.717531e+02,  3.180967e+02,  1.449489e+02,  6.582906e+01,  3.206403e+01,  1.769070e+01,  1.122185e+01,  7.796814e+00,  5.631951e+00,  4.127682e+00,  3.017395e+00,  2.180499e+00,  1.553855e+00,  1.082418e+00,  7.331852e-01
  5, 44.42, -2.757415e+00, -1.339090e+00, -3.180447e+00, -1.876559e+00, -1.656331e+00,  1.233370e+00,  1.783612e+00,  1.462688e+00,  1.288259e+00,  1.731153e+03,  1.228001e+03,  8.541137e+02,  6.053824e+02,  4.280754e+02,  3.027966e+02,  2.147603e+02,  1.526485e+02,  1.072430e+02,  7.377245e+01,  4.896637e+01,  3.107278e+01,  1.900026e+01,  1.118265e+01,  6.331442e+00,  3.478996e+00,  1.851448e+00,  9.575659e-01
  5, 35.08, -1.988747e+00, -3.787385e+00, -3.015390e+00, -2.890768e+00, -3.849936e+00,  1.056596e+00,  1.312797e+00,  9.168556e-01,  1.960386e+00,  5.226613e+03,  1.913675e+03,  7.443206e+02,  3.231991e+02,  1.444293e+02,  6.571310e+01,  3.012438e+01,  1.397654e+01,  6.482048e+00,  3.006100e+00,  1.375108e+00,  6.146088e-01,  2.728656e-01,  1.202082e-01,  5.224852e-02,  2.267347e-02,  9.760382e-03,  4.210136e-03
  5, 36.35, -1.945876e+00, -6.051426e-01, -8.931687e-01, -2.720675e+00, -1.597369e+00,  1.974341e+00,  9.392496e-01,  8.817105e-01,  1.869498e+00,  5.768017e+03,  3.078892e+03,  1.687648e+03,  9.586453e+02,  5.339970e+02,  2.886947e+02,  1.525579e+02,  8.210440e+01,  4.710344e+01,  2.995779e+01,  2.070560e+01,  1.476318e+01,  1.043797e+01,  7.112456e+00,  4.612781e+00,  2.850588e+00,  1.672155e+00,  9.332889e-01
  5, 34.14, -3.652708e+00, -3.053183e-01,  1.119437e-01, -1.464316e+00, -1.424934e+00,  1.612743e+00,  1.821457e+00,  1.829751e+00,  1.020282e+00,  3.248515e+02,  2.964085e+02,  2.325446e+02,  1.853761e+02,  1.480058e+02,  1.180583e+02,  9.391773e+01,  7.452849e+01,  5.873292e+01,  4.592125e+01,  3.539479e+01,  2.677111e+01,  1.995334e+01,  1.461223e+01,  1.048541e+01,  7.376182e+00,  5.047119e+00,  3.338818e+00
  5, 34.51, -3.440582e+00, -3.248499e+00,  2.427796e-01, -3.048670e+00, -8.496713e-01,  1.777893e+00,  1.079550e+00,  1.850127e+00,  1.506556e+00,  1.461216e+02,  4.809351e+01,  3.586900e+01,  2.873067e+01,  2.316515e+01,  1.873181e+01,  1.515761e+01,  1.227257e+01,  9.900609e+00,  7.951067e+00,  6.320719e+00,  4.954340e+00,  3.842954e+00,  2.941752e+00,  2.217605e+00,  1.648951e+00,  1.205014e+00,  8.645594e-01
  5, 39.57, -1.053241e+00, -1.667239e+00, -3.422956e-01,  5.352966e-01, -1.717183e-01,  1.265517e+00,  1.072802e+00,  1.734467e+00,  7.527102e-01,  5.649096e+03,  4.224267e+03,  2.990032e+03,  2.089750e+03,  1.396615e+03,  8.927648e+02,  5.520882e+02,  3.382080e+02,  2.086596e+02,  1.323138e+02,  8.633835e+01,  5.760253e+01,  3.921933e+01,  2.683887e+01,  1.816840e+01,  1.201955e+01,  7.627567e+00,  4.605847e+00
  5, 33.54, -2.183174e+00, -1.102293e-01, -5.347658e-01, -1.038812e+00, -3.339105e+00,  1.906964e+00,  1.375142e+00,  1.536616e+00,  1.938490e+00,  5.173783e+03,  2.338587e+03,  1.064314e+03,  4.819462e+02,  2.078338e+02,  8.960586e+01,  4.185554e+01,  2.304186e+01,  1.480073e+01,  1.045287e+01,  7.664808e+00,  5.695914e+00,  4.289788e+00,  3.254668e+00,  2.470690e+00,  1.871208e+00,  1.403953e+00,  1.038896e+00
  5, 46.40, -2.708347e+00, -3.317259e+00, -8.342617e-02, -1.318975e+00, -2.033178e+00,  1.833761e+00,  7.186076e-01,  1.773161e+00,  9.670620e-01,  9.037409e+02,  2.221222e+02,  6.772866e+01,  3.539515e+01,  2.473700e+01,  1.896298e+01,  1.488496e+01,  1.179262e+01,  9.348641e+00,  7.395386e+00,  5.795573e+00,  4.475579e+00,  3.413822e+00,  2.558680e+00,  1.873389e+00,  1.337003e+00,  9.253438e-01,  6.254658e-01
  5, 32.93, -2.061860e+00, -4.608462e-02, -1.491510e-01,  6.666990e-01, -8.375331e-01,  8.211164e-01,  9.098249e-01,  1.854508e+00,  8.059756e-01,  2.557888e+03,  2.328934e+03,  1.809064e+03,  1.431720e+03,  1.137951e+03,  9.051320e+02,  7.178922e+02,  5.668565e+02,  4.429589e+02,  3.418841e+02,  2.586872e+02,  1.908116e+02,  1.377566e+02,  9.700176e+01,  6.643393e+01,  4.437875e+01,  2.880233e+01,  1.815382e+01
  5, 32.05, -1.840376e+00, -2.776850e+00, -3.057994e+00, -2.846446e+00, -7.900990e-01,  1.543633e+00,  1.201745e+00,  1.974550e+00,  9.635874e-01,  8.748599e+03,  4.899071e+03,  2.731255e+03,  1.516951e+03,  8.079627e+02,  4.137216e+02,  2.037716e+02,  9.755200e+01,  4.526139e+01,  2.067984e+01,  9.454700e+00,  4.498942e+00,  2.377040e+00,  1.407159e+00,  9.006207e-01,  5.991951e-01,  4.005560e-01,  2.650606e-01
  5, 42.86, -1.802987e+00, -1.935581e+00, -2.478590e+00, -7.748259e-01, -2.803736e+00,  8.657250e-01,  9.154516e-01,  7.228462e-01,  8.646680e-01,  2.876147e+03,  1.723658e+03,  1.259368e+03,  9.902683e+02,  7.577490e+02,  5.548742e+02,  3.880448e+02,  2.601134e+02,  1.665271e+02,  1.020815e+02,  5.945159e+01,  3.271009e+01,  1.723638e+01,  8.704440e+00,  4.208730e+00,  1.970368e+00,  8.900339e-01,  3.892546e-01
  5, 34.32, -9.947200e-01, -1.937076e+00, -2.773156e+00,  4.390984e-02, -3.673500e+00,  1.392391e+00,  1.864119e+00,  1.421047e+00,  1.833120e+00,  8.306456e+03,  6.047864e+03,  4.249141e+03,  3.079595e+03,  2.242347e+03,  1.614280e+03,  1.132845e+03,  7.712739e+02,  5.052504e+02,  3.181786e+02,  1.905727e+02,  1.075560e+02,  5.768072e+01,  2.926580e+01,  1.398202e+01,  6.362370e+00,  2.772085e+00,  1.188822e+00
  5, 39.50, -6.248075e-01, -1.437029e+00, -2.843865e+00, -3.100059e-01, -1.721213e+00,  1.364659e+00,  1.917454e+00,  1.190315e+00,  9.013105e-01,  4.306184e+03,  3.502423e+03,  2.602532e+03,  1.962356e+03,  1.483400e+03,  1.128724e+03,  8.643155e+02,  6.624809e+02,  5.007961e+02,  3.697984e+02,  2.631501e+02,  1.786854e+02,  1.162138e+02,  7.209047e+01,  4.253055e+01,  2.402601e+01,  1.297911e+01,  6.743475e+00
  5, 36.81, -3.863681e+00, -6.907307e-01, -5.659012e-01, -3.586870e+00, -3.945277e+00,  1.613478e+00,  1.350488e+00,  1.011702e+00,  1.380353e+00,  4.203307e+02,  3.653515e+02,  2.813348e+02,  2.194631e+02,  1.705852e+02,  1.319145e+02,  1.020093e+02,  7.987429e+01,  6.361359e+01,  5.139351e+01,  4.137390e+01,  3.253996e+01,  2.477160e+01,  1.806476e+01,  1.253752e+01,  8.280210e+00,  5.170959e+00,  3.047267e+00
  5, 38.37, -2.668479e+00, -9.628356e-01, -3.794111e+00, -2.374872e+00,  6.049961e-01,  8.070734e-01,  1.182516e+00,  1.830772e+00,  1.321938e+00,  3.939053e+03,  3.239258e+03,  2.540596e+03,  1.970944e+03,  1.465711e+03,  1.037959e+03,  6.987546e+02,  4.483669e+02,  2.724398e+02,  1.566175e+02,  8.401828e+01,  4.150891e+01,  1.907518e+01,  8.155776e+00,  3.278817e+00,  1.312979e+00,  5.670841e-01,  2.874457e-01
  5, 31.84,  6.156427e-01, -2.365050e+00, -2.135719e+00, -1.068069e+00, -1.565022e+00,  1.213629e+00,  1.960596e+00,  1.039522e+00,  9.427351e-01,  2.039565e+03,  2.445469e+03,  1.943712e+03,  1.561541e+03,  1.255819e+03,  1.008619e+03,  8.075264e+02,  6.443872e+02,  5.099589e+02,  3.994776e+02,  3.074286e+02,  2.313546e+02,  1.717585e+02,  1.269043e+02,  9.453607e+01,  7.170362e+01,  5.476764e+01,  4.131939e+01
  5, 32.39, -1.049926e+00,  5.262950e-01, -1.388142e+00, -2.551909e+00,  2.048206e-01,  1.110230e+00,  1.327498e+00,  8.148931e-01,  1.809520e+00,  7.658424e+03,  4.234137e+03,  2.101046e+03,  1.123158e+03,  6.760972e+02,  4.612763e+02,  3.392306e+02,  2.585133e+02,  1.991533e+02,  1.536793e+02,  1.174730e+02,  8.821407e+01,  6.513258e+01,  4.710486e+01,  3.350927e+01,  2.388741e+01,  1.731907e+01,  1.284354e+01
  5, 41.85, -6.178048e-01, -2.828061e+00, -1.415021e+00, -2.345219e+00,  4.685546e-01,  8.330037e-01,  8.549276e-01,  1.358227e+00,  1.181445e+00,  4.602549e+03,  4.076332e+03,  3.239952e+03,  2.506424e+03,  1.859731e+03,  1.315645e+03,  8.829999e+02,  5.622409e+02,  3.370300e+02,  1.902327e+02,  1.002186e+02,  4.931057e+01,  2.357665e+01,  1.148307e+01,  6.018609e+00,  3.519920e+00,  2.235412e+00,  1.479579e+00
  5, 32.02, -2.933517e+00, -1.281603e+00, -1.643074e+00, -2.648426e+00, -1.500183e+00,  1.790506e+00,  1.153479e+00,  1.552319e+00,  1.676284e+00,  1.061114e+03,  4.392970e+02,  3.029217e+02,  2.293497e+02,  1.740936e+02,  1.306916e+02,  9.584919e+01,  6.824768e+01,  4.679992e+01,  3.092739e+01,  1.957764e+01,  1.184720e+01,  6.964212e+00,  3.999847e+00,  2.256170e+00,  1.265192e+00,  7.036812e-01,  3.881433e-01
  5, 36.95,  6.524579e-01, -1.163163e+00, -3.980517e+00,  6.603159e-01, -8.192880e-01,  1.577839e+00,  7.293406e-01,  1.766738e+00,  1.092411e+00,  1.068157e+03,  1.422211e+03,  1.136469e+03,  9.175465e+02,  7.422894e+02,  6.004694e+02,  4.850083e+02,  3.912660e+02,  3.139703e+02,  2.504011e+02,  1.973117e+02,  1.529635e+02,  1.170774e+02,  8.818669e+01,  6.518554e+01,  4.732820e+01,  3.357413e+01,  2.319495e+01
  5, 33.00, -2.685018e+00, -2.434402e+00, -2.577461e+00, -1.565399e+00, -2.938102e-01,  1.138074e+00,  1.468539e+00,  1.434459e+00,  9.883626e-01,  2.575837e+03,  8.619539e+02,  2.997199e+02,  1.216966e+02,  6.060832e+01,  3.785780e+01,  2.702747e+01,  2.042801e+01,  1.571463e+01,  1.215123e+01,  9.342215e+00,  7.094607e+00,  5.335927e+00,  3.957923e+00,  2.885383e+00,  2.069396e+00,  1.453086e+00,  9.975836e-01
  5, 45.55, -2.097468e+00, -3.178875e+00, -2.564411e+00, -2.222915e-01,  2.954493e-01,  1.819536e+00,  1.904200e+00,  1.744330e+00,  1.238628e+00,  3.192022e+03,  1.767253e+03,  1.015353e+03,  6.018943e+02,  3.475233e+02,  1.933994e+02,  1.032276e+02,  5.308383e+01,  2.604768e+01,  1.221571e+01,  5.427917e+00,  2.294985e+00,  9.715997e-01,  4.337319e-01,  2.135867e-01,  1.183664e-01,  7.136881e-02,  4.521714e-02
  5, 36.19, -2.387555e+00, -1.695001e+00, -3.004746e-02, -3.516875e+00, -1.353279e+00,  1.028492e+00,  8.573589e-01,  8.364810e-01,  1.603697e+00,  1.156088e+03,  8.469588e+02,  6.689850e+02,  5.766540e+02,  5.149913e+02,  4.609458e+02,  4.057307e+02,  3.487829e+02,  2.910857e+02,  2.350977e+02,  1.821859e+02,  1.343531e+02,  9.443747e+01,  6.295206e+01,  3.964037e+01,  2.366985e+01,  1.335376e+01,  7.134917e+00
  5, 47.57,  6.147453e-01,  4.105389e-01, -1.650669e+00, -1.294999e+00, -1.619076e+00,  1.933380e+00,  7.487836e-01,  9.313900e-01,  1.549490e+00,  3.864334e+02,  5.995701e+02,  4.805522e+02,  3.886956e+02,  3.151016e+02,  2.554916e+02,  2.069049e+02,  1.674029e+02,  1.347775e+02,  1.078928e+02,  8.538684e+01,  6.653237e+01,  5.122304e+01,  3.884797e+01,  2.895029e+01,  2.122821e+01,  1.525354e+01,  1.073001e+01
  5, 33.79, -3.584724e+00, -1.903018e+00, -2.568935e+00, -1.761250e+00, -2.358475e+00,  1.183016e+00,  1.852141e+00,  1.206293e+00,  9.484174e-01,  3.087885e+03,  1.819321e+03,  1.084323e+03,  6.717702e+02,  4.174592e+02,  2.587890e+02,  1.591253e+02,  9.711138e+01,  5.829610e+01,  3.441137e+01,  1.976928e+01,  1.097887e+01,  5.966360e+00,  3.168474e+00,  1.640001e+00,  8.340425e-01,  4.146112e-01,  2.017000e-01
  5, 32.70, -1.841338e+00, -2.200925e+00, -9.371588e-02, -2.581866e+00, -3.588764e-02,  1.928617e+00,  7.041346e-01,  1.524358e+00,  1.889168e+00,  7.851721e+03,  4.237172e+03,  2.344738e+03,  1.348315e+03,  7.632188e+02,  4.176269e+02,  2.182903e+02,  1.099010e+02,  5.366764e+01,  2.627209e+01,  1.333633e+01,  7.271952e+00,  4.355104e+00,  2.809678e+00,  1.933564e+00,  1.426197e+00,  1.104504e+00,  8.658946e-01
  5, 30.13, -3.401742e+00, -6.049619e-01, -2.183295e-01, -1.205843e-01, -2.457570e+00,  1.121648e+00,  8.990026e-01,  1.070418e+00,  1.231817e+00,  2.929052e+03,  2.296396e+03,  1.615862e+03,  1.164056e+03,  8.487540e+02,  6.258253e+02,  4.642163e+02,  3.451755e+02,  2.551049e+02,  1.871536e+02,  1.358345e+02,  9.804171e+01,  7.160390e+01,  5.295070e+01,  3.915515e+01,  2.848626e+01,  1.998207e+01,  1.336769e+01
  5, 48.86, -1.477495e+00, -2.456167e+00,  4.916512e-01, -1.314605e-01,  4.829019e-01,  1.238441e+00,  8.717825e-01,  1.341396e+00,  1.153569e+00,  2.880877e+03,  1.579339e+03,  7.421037e+02,  3.409405e+02,  1.643712e+02,  9.335429e+01,  6.275643e+01,  4.648796e+01,  3.563681e+01,  2.760286e+01,  2.128883e+01,  1.621412e+01,  1.221189e+01,  9.059900e+00,  6.627065e+00,  4.830955e+00,  3.534056e+00,  2.605645e+00
  5, 31.05, -4.177036e-01, -1.692013e+00, -3.210249e+00, -2.443574e+00, -2.265731e-01,  9.163898e-01,  1.458653e+00,  7.484263e-01,  1.214150e+00,  8.491290e+03,  7.454223e+03,  6.103310e+03,  5.013283e+03,  4.002128e+03,  3.070106e+03,  2.253097e+03,  1.582820e+03,  1.058682e+03,  6.742259e+02,  4.050054e+02,  2.279243e+02,  1.218991e+02,  6.237863e+01,  3.094087e+01,  1.537687e+01,  7.830172e+00,  4.167300e+00
  5, 37.04, -3.595086e+00, -3.554567e+00, -1.579914e+00, -2.545363e+00, -1.023531e+00,  9.275167e-01,  1.189644e+00,  1.772673e+00,  1.379711e+00,  1.792490e+03,  1.227499e+03,  8.224461e+02,  5.640501e+02,  3.862489e+02,  2.614655e+02,  1.727556e+02,  1.110292e+02,  6.906321e+01,  4.189523e+01,  2.482831e+01,  1.448866e+01,  8.533117e+00,  5.102278e+00,  3.089205e+00,  1.891135e+00,  1.154561e+00,  6.973951e-01
  5, 35.04, -2.968333e+00,  1.040416e-01, -3.358290e+00, -3.920266e+00, -7.280472e-01,  1.398810e+00,  9.638249e-01,  7.333601e-01,  1.873314e+00,  4.658806e+02,  4.316176e+02,  3.350805e+02,  2.671690e+02,  2.188096e+02,  1.863496e+02,  1.644232e+02,  1.476529e+02,  1.320756e+02,  1.161632e+02,  9.940322e+01,  8.209410e+01,  6.532166e+01,  4.974460e+01,  3.603006e+01,  2.477572e+01,  1.605514e+01,  9.772827e+00
  5, 48.81,  6.337049e-01, -3.512181e+00, -1.351960e+00, -1.935597e+00, -1.472774e+00,  1.683604e+00,  1.221037e+00,  1.097651e+00,  1.412424e+00,  3.281167e+02,  5.342825e+02,  4.285539e+02,  3.467861e+02,  2.812640e+02,  2.281813e+02,  1.849045e+02,  1.497095e+02,  1.206314e+02,  9.666035e+01,  7.658379e+01,  5.975485e+01,  4.608071e+01,  3.501814e+01,  2.616116e+01,  1.924210e+01,  1.387927e+01,  9.807710e+00
  5, 38.29, -1.515081e+00, -2.630222e+00, -1.709801e+00,  1.243221e-01, -2.890162e+00,  1.632055e+00,  1.102885e+00,  1.621444e+00,  7.782176e-01,  6.407098e+03,  4.091591e+03,  2.594721e+03,  1.695800e+03,  1.099373e+03,  6.971648e+02,  4.272514e+02,  2.520214e+02,  1.415211e+02,  7.594726e+01,  3.912627e+01,  1.998031e+01,  1.096072e+01,  6.796678e+00,  4.680519e+00,  3.368751e+00,  2.387763e+00,  1.618761e+00
  5, 49.17, -1.762020e+00, -2.942331e+00, -1.661208e+00, -2.104648e+00, -4.421224e-01,  1.461607e+00,  1.253254e+00,  1.945682e+00,  7.527805e-01,  3.386611e+03,  2.132403e+03,  1.278850e+03,  7.639143e+02,  4.495530e+02,  2.650689e+02,  1.580354e+02,  9.570048e+01,  5.783779e+01,  3.438354e+01,  1.966086e+01,  1.068843e+01,  5.631730e+00,  2.928128e+00,  1.541887e+00,  8.516653e-01,  4.963734e-01,  3.025846e-01
  5, 34.25, -1.911142e+00, -7.034940e-01, -1.923385e+00, -1.457378e+00, -1.778720e+00,  1.777441e+00,  1.849889e+00,  7.372244e-01,  1.072480e+00,  6.671565e+03,  3.452255e+03,  1.770255e+03,  9.150086e+02,  4.655535e+02,  2.428193e+02,  1.353657e+02,  8.287066e+01,  5.468126e+01,  3.783448e+01,  2.657209e+01,  1.856525e+01,  1.290165e+01,  8.906195e+00,  6.129264e+00,  4.229815e+00,  2.898143e+00,  1.945665e+00
  5, 31.56,  6.441735e-01, -2.394825e+00, -3.278692e+00, -6.697975e-01, -2.683973e+00,  1.472100e+00,  1.011409e+00,  1.918090e+00,  8.929826e-01,  2.026956e+03,  2.463571e+03,  1.963254e+03,  1.581894e+03,  1.276847e+03,  1.030241e+03,  8.297028e+02,  6.671138e+02,  5.332700e+02,  4.234063e+02,  3.318607e+02,  2.555864e+02,  1.940438e+02,  1.446455e+02,  1.054267e+02,  7.507067e+01,  5.185806e+01,  3.471682e+01
  5, 39.93, -4.245662e-01,  4.688682e-01, -2.866372e+00, -7.699721e-01, -3.923231e+00,  1.888763e+00,  1.875448e+00,  1.124591e+00,  1.833987e+00,  3.497824e+03,  2.993063e+03,  2.275113e+03,  1.751156e+03,  1.343790e+03,  1.025601e+03,  7.771570e+02,  5.851243e+02,  4.355274e+02,  3.202602e+02,  2.309388e+02,  1.624517e+02,  1.121499e+02,  7.578806e+01,  4.999624e+01,  3.223165e+01,  2.010019e+01,  1.202184e+01
  5, 41.72, -8.745938e-01, -7.837485e-01, -7.686332e-01, -1.713044e+00, -2.765004e+00,  9.614477e-01,  1.329344e+00,  1.989276e+00,  1.288389e+00,  4.186220e+03,  3.201935e+03,  2.289055e+03,  1.666645e+03,  1.212051e+03,  8.779779e+02,  6.319426e+02,  4.523748e+02,  3.202124e+02,  2.240056e+02,  1.535997e+02,  1.026206e+02,  6.723458e+01,  4.303455e+01,  2.681078e+01,  1.632987e+01,  9.704390e+00,  5.657298e+00
  5, 48.51, -1.842570e+00, -2.486755e+00, -1.044830e-01, -1.211956e+00, -3.460776e+00,  8.066079e-01,  1.229065e+00,  1.030467e+00,  1.675853e+00,  1.054660e+03,  4.296559e+02,  2.582851e+02,  1.930696e+02,  1.524783e+02,  1.256667e+02,  1.071745e+02,  9.308295e+01,  8.081128e+01,  6.938833e+01,  5.832188e+01,  4.757239e+01,  3.756763e+01,  2.850811e+01,  2.065600e+01,  1.427181e+01,  9.341572e+00,  5.778202e+00
  5, 49.70, -2.734637e+00, -2.077445e+00, -2.966749e+00, -2.901664e-01, -1.499050e+00,  1.102339e+00,  1.559554e+00,  8.390025e-01,  9.543809e-01,  1.479588e+03,  6.684099e+02,  2.828172e+02,  1.318281e+02,  7.494099e+01,  5.430445e+01,  4.507593e+01,  3.887292e+01,  3.333579e+01,  2.805558e+01,  2.294416e+01,  1.808918e+01,  1.374649e+01,  1.001183e+01,  6.955611e+00,  4.613913e+00,  2.907591e+00,  1.740164e+00
