 nlayers, height, LOG10C01, LOG10C02, LOG10C03, LOG10C04, LOG10T01, LOG10T02, LOG10T03, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09, Z10, Z11, Z12, Z13, Z14, Z15, Z16, Z17, Z18
  4, 30.56, -1.299759e+00, -2.078681e+00, -2.473376e+00, -8.829313e-01,  1.558394e+00,  1.005696e+00,  7.231614e-01,  1.183060e+04,  7.661246e+03,  4.888304e+03,  3.202488e+03,  2.077365e+03,  1.317126e+03,  8.114754e+02,  4.897805e+02,  2.904943e+02,  1.715269e+02,  1.010574e+02,  5.959165e+01,  3.566335e+01,  2.153827e+01,  1.300059e+01,  7.823188e+00,  4.641025e+00,  2.702074e+00
  4, 38.02, -3.885057e+00, -1.450472e+00, -2.384718e+00, -3.741685e+00,  8.765210e-01,  1.373063e+00,  1.954759e+00,  4.320844e+03,  3.092835e+03,  2.131546e+03,  1.448348e+03,  9.448790e+02,  5.924934e+02,  3.581348e+02,  2.104116e+02,  1.197413e+02,  6.625054e+01,  3.531814e+01,  1.801728e+01,  8.920488e+00,  4.280353e+00,  1.982505e+00,  8.943533e-01,  3.904088e-01,  1.651148e-01
  4, 44.15, -3.115730e+00, -1.822486e+00,  6.979011e-01, -1.218010e+00,  1.521977e+00,  1.883138e+00,  1.341427e+00,  1.069111e+03,  6.680902e+02,  4.330376e+02,  2.827577e+02,  1.764249e+02,  1.028134e+02,  5.524255e+01,  2.749926e+01,  1.272759e+01,  5.692190e+00,  2.622941e+00,  1.363990e+00,  8.369714e-01,  5.665056e-01,  3.920909e-01,  2.666046e-01,  1.736378e-01,  1.081614e-01
  4, 42.25, -9.815346e-01, -1.286037e+00, -7.977487e-01, -7.559630e-02,  8.356958e-01,  9.118551e-01,  1.708354e+00,  4.812414e+03,  3.501019e+03,  2.348259e+03,  1.588762e+03,  1.077736e+03,  7.384268e+02,  5.112873e+02,  3.577251e+02,  2.504422e+02,  1.744326e+02,  1.190011e+02,  7.837070e+01,  4.982786e+01,  3.041762e+01,  1.783249e+01,  1.018246e+01,  5.710551e+00,  3.192993e+00
  4, 45.58, -2.100990e+00, -8.282480e-01, -1.186957e+00, -3.968035e+00,  9.593573e-01,  1.302410e+00,  9.400038e-01,  1.879563e+03,  1.467118e+03,  1.090629e+03,  8.394633e+02,  6.602181e+02,  5.260896e+02,  4.170530e+02,  3.239326e+02,  2.432370e+02,  1.758285e+02,  1.212217e+02,  7.911176e+01,  4.918403e+01,  2.903753e+01,  1.622846e+01,  8.638612e+00,  4.358907e+00,  2.087216e+00
  4, 40.38, -1.460298e+00, -1.912658e+00,  5.222126e-01, -2.859493e+00,  1.274639e+00,  1.855477e+00,  1.331180e+00,  6.103220e+03,  4.137708e+03,  2.683523e+03,  1.722643e+03,  1.065268e+03,  6.311481e+02,  3.557309e+02,  1.908325e+02,  9.640043e+01,  4.593652e+01,  2.054241e+01,  8.752465e+00,  3.818131e+00,  1.822281e+00,  9.689108e-01,  5.567243e-01,  3.349730e-01,  2.180617e-01
  4, 39.07, -1.732581e+00, -3.888178e+00,  6.410025e-01, -3.819972e+00,  1.297119e+00,  1.821574e+00,  1.791230e+00,  6.809710e+03,  3.811525e+03,  1.942535e+03,  9.437517e+02,  4.225861e+02,  1.749965e+02,  6.744294e+01,  2.535436e+01,  1.005651e+01,  4.830498e+00,  2.936685e+00,  2.067686e+00,  1.538841e+00,  1.154551e+00,  8.606747e-01,  6.365806e-01,  4.651605e-01,  3.355575e-01
  4, 38.80, -2.200378e+00, -1.820574e+00, -7.738508e-01, -2.437346e-01,  8.453806e-01,  8.173885e-01,  1.099166e+00,  2.428736e+03,  1.709717e+03,  1.174993e+03,  8.147722e+02,  5.619188e+02,  3.902102e+02,  2.752319e+02,  1.982192e+02,  1.446556e+02,  1.064394e+02,  7.805062e+01,  5.655511e+01,  4.058301e+01,  2.868079e+01,  1.987141e+01,  1.350993e+01,  8.961753e+00,  5.790942e+00
  4, 31.85, -9.772316e-01,  6.571387e-01, -1.201659e+00, -2.294141e+00,  1.315341e+00,  1.512416e+00,  7.625945e-01,  1.022365e+04,  7.131501e+03,  4.541480e+03,  2.762925e+03,  1.565972e+03,  8.434931e+02,  4.505383e+02,  2.548643e+02,  1.582987e+02,  1.079261e+02,  7.770138e+01,  5.710019e+01,  4.230379e+01,  3.123265e+01,  2.281865e+01,  1.646909e+01,  1.164401e+01,  8.012547e+00
  4, 33.71, -2.799652e+00,  5.842396e-01,  4.573108e-02,  3.885964e-01,  8.538868e-01,  9.285274e-01,  1.478316e+00,  7.994412e+02,  1.056255e+03,  8.381499e+02,  6.716342e+02,  5.385384e+02,  4.311379e+02,  3.445303e+02,  2.759338e+02,  2.218268e+02,  1.798094e+02,  1.465110e+02,  1.193686e+02,  9.700149e+01,  7.789365e+01,  6.130860e+01,  4.709031e+01,  3.499247e+01,  2.500419e+01
  4, 32.53, -2.831610e+00, -2.213786e+00,  6.905868e-01,  3.771601e-01,  1.560475e+00,  1.734765e+00,  1.210052e+00,  1.913326e+03,  7.311187e+02,  2.845376e+02,  1.056300e+02,  3.741028e+01,  1.495008e+01,  7.925050e+00,  5.381137e+00,  4.040463e+00,  3.120699e+00,  2.411249e+00,  1.843922e+00,  1.396746e+00,  1.043402e+00,  7.679433e-01,  5.604671e-01,  4.068227e-01,  2.953893e-01
  4, 30.05, -7.766715e-01, -1.570379e+00, -3.126844e+00, -2.976709e+00,  1.055508e+00,  1.647745e+00,  1.671677e+00,  1.191521e+04,  9.443997e+03,  7.114202e+03,  5.322632e+03,  3.851053e+03,  2.685570e+03,  1.806173e+03,  1.177348e+03,  7.409028e+02,  4.510637e+02,  2.633887e+02,  1.465594e+02,  7.864499e+01,  4.063248e+01,  2.014640e+01,  9.664310e+00,  4.458682e+00,  1.980212e+00
  4, 39.27, -3.322888e+00, -2.196083e-01, -9.505324e-01, -3.557698e+00,  1.142969e+00,  1.879012e+00,  7.414429e-01,  9.996711e+02,  9.530813e+02,  7.449176e+02,  5.899644e+02,  4.672823e+02,  3.692501e+02,  2.905938e+02,  2.278185e+02,  1.770842e+02,  1.363279e+02,  1.032205e+02,  7.645354e+01,  5.560512e+01,  3.954426e+01,  2.738245e+01,  1.847286e+01,  1.207715e+01,  7.668680e+00
  4, 44.18, -2.308436e+00, -6.886266e-01, -1.780078e+00, -3.439341e+00,  9.144171e-01,  8.224927e-01,  8.109672e-01,  2.563936e+03,  2.338648e+03,  1.919915e+03,  1.522020e+03,  1.151983e+03,  8.306974e+02,  5.704998e+02,  3.746434e+02,  2.343742e+02,  1.400529e+02,  7.929463e+01,  4.228290e+01,  2.154184e+01,  1.049367e+01,  4.881366e+00,  2.193394e+00,  9.482439e-01,  3.956238e-01
  4, 42.91, -4.386178e-01, -1.574274e+00, -2.706850e+00, -5.667215e-01,  1.038483e+00,  1.994931e+00,  1.401430e+00,  2.765447e+03,  2.442485e+03,  1.957087e+03,  1.625573e+03,  1.358446e+03,  1.119423e+03,  8.985381e+02,  6.995110e+02,  5.249299e+02,  3.791865e+02,  2.614348e+02,  1.708132e+02,  1.064512e+02,  6.308063e+01,  3.542872e+01,  1.897186e+01,  9.641908e+00,  4.662230e+00
  4, 35.90,  8.357861e-02, -4.870869e-01, -1.478104e+00, -1.786969e+00,  8.027549e-01,  1.895460e+00,  7.893064e-01,  2.862331e+03,  2.794566e+03,  2.233774e+03,  1.840704e+03,  1.539381e+03,  1.291949e+03,  1.077030e+03,  8.866038e+02,  7.153997e+02,  5.640168e+02,  4.309261e+02,  3.169081e+02,  2.250612e+02,  1.537657e+02,  1.007753e+02,  6.360971e+01,  3.857756e+01,  2.257002e+01
  4, 31.90, -9.971734e-01, -1.586941e+00, -2.026007e+00, -2.194915e-01,  1.540945e+00,  8.999701e-01,  1.438200e+00,  1.026674e+04,  7.327423e+03,  5.007258e+03,  3.481791e+03,  2.421099e+03,  1.687472e+03,  1.172837e+03,  8.053938e+02,  5.366574e+02,  3.441340e+02,  2.095825e+02,  1.202855e+02,  6.597030e+01,  3.482542e+01,  1.793678e+01,  9.299621e+00,  4.944788e+00,  2.735224e+00
  4, 38.00, -6.910682e-02, -6.814096e-01,  1.425747e-01, -2.939035e+00,  9.527402e-01,  1.048839e+00,  1.035547e+00,  2.831684e+03,  2.648620e+03,  2.077694e+03,  1.672633e+03,  1.367775e+03,  1.126077e+03,  9.196585e+02,  7.360458e+02,  5.705398e+02,  4.267323e+02,  3.062295e+02,  2.112900e+02,  1.432420e+02,  9.701749e+01,  6.632772e+01,  4.574856e+01,  3.115093e+01,  2.052017e+01
  4, 34.70, -2.642653e+00, -1.451181e+00, -1.939064e+00, -7.399156e-01,  1.996778e+00,  1.987377e+00,  1.173820e+00,  2.318579e+03,  8.053782e+02,  3.212220e+02,  1.527496e+02,  8.376211e+01,  5.214350e+01,  3.506337e+01,  2.455060e+01,  1.740705e+01,  1.233519e+01,  8.570570e+00,  5.741301e+00,  3.703583e+00,  2.288850e+00,  1.356766e+00,  7.830428e-01,  4.441270e-01,  2.514318e-01
  4, 47.50, -2.232372e+00,  1.026497e-01, -1.226760e+00, -1.001894e+00,  1.690075e+00,  1.429217e+00,  1.958437e+00,  1.846023e+03,  6.569543e+02,  2.243166e+02,  9.598705e+01,  5.467570e+01,  3.816642e+01,  2.876431e+01,  2.220245e+01,  1.718225e+01,  1.323699e+01,  1.004662e+01,  7.471000e+00,  5.501900e+00,  4.063694e+00,  3.062834e+00,  2.383477e+00,  1.892492e+00,  1.500878e+00
  4, 30.88, -2.550459e+00, -2.133524e+00, -2.954335e+00, -1.148809e+00,  9.727624e-01,  1.261041e+00,  1.297683e+00,  3.870907e+03,  1.488450e+03,  7.008889e+02,  4.212431e+02,  2.818840e+02,  1.971567e+02,  1.398731e+02,  9.972447e+01,  7.072009e+01,  4.974401e+01,  3.437997e+01,  2.319350e+01,  1.536375e+01,  9.955983e+00,  6.289570e+00,  3.886667e+00,  2.336905e+00,  1.366427e+00
  4, 45.39, -8.073079e-01, -1.821908e-01, -2.161917e-01, -2.667610e+00,  1.759978e+00,  1.046698e+00,  1.444509e+00,  3.118855e+03,  2.491944e+03,  1.835050e+03,  1.368499e+03,  1.015444e+03,  7.481260e+02,  5.464942e+02,  3.963505e+02,  2.836636e+02,  1.997287e+02,  1.366087e+02,  8.972403e+01,  5.676898e+01,  3.447660e+01,  2.010101e+01,  1.140582e+01,  6.378744e+00,  3.621257e+00
  4, 38.20, -1.459172e+00, -5.054195e-01, -1.612342e+00, -2.341337e+00,  9.857713e-01,  7.151268e-01,  1.272636e+00,  3.865606e+03,  2.977881e+03,  2.391705e+03,  1.946371e+03,  1.537212e+03,  1.167648e+03,  8.506626e+02,  5.955842e+02,  3.991263e+02,  2.563982e+02,  1.566430e+02,  9.047267e+01,  4.999042e+01,  2.642136e+01,  1.334223e+01,  6.503281e+00,  3.049112e+00,  1.379684e+00
  4, 46.46, -3.802995e-01, -1.139895e+00, -3.327347e+00, -1.129797e+00,  1.843367e+00,  9.722428e-01,  1.641948e+00,  1.956884e+03,  1.744223e+03,  1.342957e+03,  1.047091e+03,  8.148736e+02,  6.314255e+02,  4.862911e+02,  3.723960e+02,  2.821377e+02,  2.112482e+02,  1.551285e+02,  1.110638e+02,  7.785395e+01,  5.322405e+01,  3.541711e+01,  2.310397e+01,  1.480581e+01,  9.363493e+00
  4, 34.58, -2.855298e+00, -2.129250e+00, -8.905454e-01, -1.742560e+00,  9.122146e-01,  8.646317e-01,  9.441610e-01,  3.227172e+03,  2.642189e+03,  2.042440e+03,  1.546255e+03,  1.127048e+03,  7.902874e+02,  5.339203e+02,  3.497386e+02,  2.217040e+02,  1.366072e+02,  8.133401e+01,  4.662646e+01,  2.609605e+01,  1.426459e+01,  7.605694e+00,  3.988137e+00,  2.046609e+00,  1.028698e+00
  4, 42.17, -1.265150e+00, -3.613798e-01, -2.474091e-01, -2.761698e+00,  9.677949e-01,  1.133348e+00,  1.748074e+00,  2.727175e+03,  1.807597e+03,  1.234592e+03,  9.104280e+02,  6.851994e+02,  5.182426e+02,  3.910889e+02,  2.942612e+02,  2.196953e+02,  1.627571e+02,  1.188424e+02,  8.509304e+01,  6.001573e+01,  4.149393e+01,  2.799058e+01,  1.847032e+01,  1.192024e+01,  7.589982e+00
  4, 32.32, -7.470588e-01, -9.917597e-01, -2.379186e+00, -3.154552e+00,  8.371458e-01,  9.359621e-01,  1.381847e+00,  9.948896e+03,  8.070002e+03,  6.190398e+03,  4.715502e+03,  3.461457e+03,  2.430307e+03,  1.630614e+03,  1.050704e+03,  6.479575e+02,  3.835320e+02,  2.160851e+02,  1.151528e+02,  5.884849e+01,  2.883841e+01,  1.352259e+01,  6.131647e+00,  2.676092e+00,  1.126976e+00
  4, 41.00, -1.273654e+00, -8.686109e-01, -2.961406e+00, -6.934465e-01,  1.353850e+00,  1.200650e+00,  1.962473e+00,  5.207352e+03,  3.511250e+03,  2.247883e+03,  1.471531e+03,  9.871083e+02,  6.916433e+02,  5.021478e+02,  3.683737e+02,  2.648546e+02,  1.839550e+02,  1.216624e+02,  7.589708e+01,  4.496214e+01,  2.521834e+01,  1.336366e+01,  6.764386e+00,  3.282455e+00,  1.552844e+00
  4, 31.23,  4.035256e-01, -3.118796e-01,  2.062333e-01, -3.727941e+00,  1.128425e+00,  1.416439e+00,  1.179199e+00,  3.066243e+03,  3.245087e+03,  2.560350e+03,  2.043543e+03,  1.631329e+03,  1.299251e+03,  1.030455e+03,  8.142690e+02,  6.393356e+02,  5.005123e+02,  3.907956e+02,  3.048242e+02,  2.384995e+02,  1.853679e+02,  1.411559e+02,  1.042011e+02,  7.360890e+01,  4.946523e+01
  4, 46.78, -3.417286e-01,  3.355353e-01,  2.824901e-01, -1.199895e-02,  1.200472e+00,  8.556192e-01,  1.805963e+00,  1.853258e+03,  1.674084e+03,  1.297327e+03,  1.015496e+03,  7.871642e+02,  5.981496e+02,  4.424336e+02,  3.187514e+02,  2.235172e+02,  1.538537e+02,  1.043521e+02,  7.027840e+01,  4.780029e+01,  3.283719e+01,  2.265382e+01,  1.564319e+01,  1.070263e+01,  7.218862e+00
  4, 31.25, -3.049727e+00, -3.746756e+00,  6.309338e-01, -7.490437e-01,  1.629777e+00,  9.924158e-01,  1.483959e+00,  3.174192e+02,  8.372496e+01,  5.976927e+01,  4.774275e+01,  3.845733e+01,  3.109693e+01,  2.518017e+01,  2.041226e+01,  1.649519e+01,  1.327557e+01,  1.058075e+01,  8.317975e+00,  6.471277e+00,  4.965226e+00,  3.743362e+00,  2.768774e+00,  1.991611e+00,  1.384817e+00
  4, 33.52, -2.972778e+00, -3.420625e+00, -2.603984e+00, -1.478573e+00,  1.199280e+00,  7.592811e-01,  1.142733e+00,  1.570045e+03,  9.692071e+02,  6.547685e+02,  4.556657e+02,  3.163675e+02,  2.184280e+02,  1.496664e+02,  1.019934e+02,  6.872601e+01,  4.579003e+01,  2.990696e+01,  1.903239e+01,  1.189707e+01,  7.282379e+00,  4.350712e+00,  2.548196e+00,  1.455088e+00,  8.098076e-01
  4, 30.59, -3.603458e+00, -2.147238e+00, -2.522743e+00, -2.758200e+00,  1.971195e+00,  1.728806e+00,  1.309616e+00,  4.051900e+02,  1.911792e+02,  1.282499e+02,  8.930293e+01,  6.087936e+01,  4.030070e+01,  2.587782e+01,  1.621547e+01,  9.885466e+00,  5.885980e+00,  3.398929e+00,  1.895130e+00,  1.034527e+00,  5.528079e-01,  2.886208e-01,  1.484431e-01,  7.481720e-02,  3.698364e-02
  4, 36.08, -5.613146e-01, -3.396982e+00, -3.995329e+00, -3.685352e-01,  1.426775e+00,  1.293597e+00,  1.836269e+00,  5.526648e+03,  4.492595e+03,  3.336288e+03,  2.508467e+03,  1.880056e+03,  1.408676e+03,  1.061641e+03,  8.084677e+02,  6.156464e+02,  4.628852e+02,  3.370602e+02,  2.342909e+02,  1.555701e+02,  9.811711e+01,  5.849412e+01,  3.306875e+01,  1.761853e+01,  8.846640e+00
  4, 47.08, -1.213044e+00, -1.928174e+00, -3.404166e+00, -2.231137e+00,  1.278457e+00,  1.584649e+00,  1.728178e+00,  3.637660e+03,  2.786798e+03,  2.048662e+03,  1.504183e+03,  1.071353e+03,  7.354316e+02,  4.855637e+02,  3.097166e+02,  1.901461e+02,  1.127130e+02,  6.400745e+01,  3.463826e+01,  1.812601e+01,  9.183072e+00,  4.503339e+00,  2.162821e+00,  1.014598e+00,  4.666080e-01
  4, 49.98, -1.349021e+00,  1.420909e-02, -1.094692e+00, -3.813119e+00,  1.628123e+00,  9.145285e-01,  1.102344e+00,  3.005169e+03,  2.130118e+03,  1.435125e+03,  9.607246e+02,  6.145176e+02,  3.715720e+02,  2.131807e+02,  1.197780e+02,  6.925612e+01,  4.435937e+01,  3.223760e+01,  2.545663e+01,  2.056404e+01,  1.626733e+01,  1.236196e+01,  8.975729e+00,  6.179555e+00,  4.018838e+00
  4, 46.68,  3.402555e-01, -3.490389e+00,  5.645691e-01, -1.286309e+00,  1.173006e+00,  1.171998e+00,  9.630013e-01,  7.102021e+02,  8.548339e+02,  6.784960e+02,  5.441942e+02,  4.367866e+02,  3.499751e+02,  2.794356e+02,  2.224975e+02,  1.764086e+02,  1.400889e+02,  1.117769e+02,  8.975997e+01,  7.241143e+01,  5.769267e+01,  4.458228e+01,  3.307475e+01,  2.335316e+01,  1.569711e+01
  4, 47.05, -5.702039e-01, -3.779535e+00, -2.329711e+00, -3.457415e+00,  1.186274e+00,  8.483250e-01,  1.422097e+00,  2.250332e+03,  1.928282e+03,  1.498129e+03,  1.212171e+03,  1.002345e+03,  8.295582e+02,  6.733558e+02,  5.306451e+02,  4.026732e+02,  2.935977e+02,  2.038749e+02,  1.338071e+02,  8.350922e+01,  4.940456e+01,  2.762345e+01,  1.469068e+01,  7.397828e+00,  3.532828e+00
  4, 42.15, -3.767052e+00,  5.059770e-02, -5.614254e-01, -1.851242e+00,  1.136258e+00,  1.085253e+00,  1.609526e+00,  5.448353e+02,  5.969514e+02,  4.701120e+02,  3.744018e+02,  2.986828e+02,  2.391678e+02,  1.931577e+02,  1.581291e+02,  1.306796e+02,  1.083800e+02,  8.909768e+01,  7.183384e+01,  5.668995e+01,  4.357068e+01,  3.250708e+01,  2.354633e+01,  1.644783e+01,  1.102571e+01
  4, 45.59, -1.238372e+00, -5.618056e-01, -2.151423e+00, -7.981393e-01,  8.201809e-01,  1.214264e+00,  1.137455e+00,  2.254217e+03,  1.695250e+03,  1.235270e+03,  9.441637e+02,  7.404021e+02,  5.901270e+02,  4.696433e+02,  3.678832e+02,  2.801628e+02,  2.067501e+02,  1.467439e+02,  9.971069e+01,  6.543724e+01,  4.150155e+01,  2.546439e+01,  1.523918e+01,  8.877384e+00,  5.043216e+00
  4, 32.39, -3.817990e+00, -3.080943e+00, -2.143697e+00, -3.729209e+00,  1.675224e+00,  1.569380e+00,  9.462935e-01,  5.846546e+02,  2.611585e+02,  1.230035e+02,  5.902043e+01,  2.787161e+01,  1.309340e+01,  6.145207e+00,  2.919356e+00,  1.394661e+00,  6.723473e-01,  3.233931e-01,  1.539497e-01,  7.363672e-02,  3.527171e-02,  1.681807e-02,  8.033395e-03,  3.814321e-03,  1.800360e-03
  4, 37.66, -1.829164e+00, -1.263437e+00, -3.613463e-01, -2.834185e+00,  1.316621e+00,  1.104457e+00,  8.035643e-01,  4.510515e+03,  2.285830e+03,  1.195865e+03,  7.050071e+02,  4.789760e+02,  3.696934e+02,  2.997179e+02,  2.415681e+02,  1.887163e+02,  1.419354e+02,  1.017989e+02,  6.907807e+01,  4.456437e+01,  2.723575e+01,  1.571982e+01,  8.618244e+00,  4.468780e+00,  2.194990e+00
  4, 47.28,  1.250639e-01, -6.491124e-01, -9.641472e-01, -3.620995e+00,  1.864400e+00,  1.283434e+00,  1.051959e+00,  9.655304e+02,  1.033034e+03,  8.174566e+02,  6.546570e+02,  5.248196e+02,  4.202365e+02,  3.355635e+02,  2.672787e+02,  2.114251e+02,  1.659297e+02,  1.283723e+02,  9.743500e+01,  7.281880e+01,  5.339601e+01,  3.829644e+01,  2.690064e+01,  1.841277e+01,  1.225607e+01
  4, 37.78, -3.954019e+00, -1.284375e+00, -1.987059e+00, -3.909603e+00,  1.872364e+00,  1.586722e+00,  1.545615e+00,  2.196432e+02,  1.594403e+02,  1.200621e+02,  9.323175e+01,  7.373515e+01,  5.928234e+01,  4.790404e+01,  3.835847e+01,  2.994940e+01,  2.262653e+01,  1.636595e+01,  1.124295e+01,  7.368955e+00,  4.590278e+00,  2.707907e+00,  1.519930e+00,  8.076049e-01,  4.064240e-01
  4, 44.67, -3.445193e+00, -7.967967e-01, -3.201285e+00, -4.936763e-01,  7.677499e-01,  1.223231e+00,  1.484352e+00,  2.173803e+03,  1.819784e+03,  1.429266e+03,  1.154333e+03,  9.225888e+02,  7.140493e+02,  5.297651e+02,  3.763976e+02,  2.549047e+02,  1.649246e+02,  1.015146e+02,  5.958228e+01,  3.420058e+01,  1.953157e+01,  1.126308e+01,  6.653908e+00,  3.995201e+00,  2.414112e+00
  4, 37.30, -2.386353e+00, -6.371898e-01, -3.138378e+00, -5.675673e-01,  1.842979e+00,  1.532033e+00,  1.068252e+00,  2.941069e+03,  1.080389e+03,  4.093559e+02,  1.811928e+02,  9.649570e+01,  6.180438e+01,  4.405634e+01,  3.305613e+01,  2.538405e+01,  1.975215e+01,  1.532568e+01,  1.166993e+01,  8.673154e+00,  6.239556e+00,  4.327604e+00,  2.904212e+00,  1.883060e+00,  1.183783e+00
  4, 35.42, -7.696680e-01, -2.108254e+00,  6.975995e-01, -3.204768e+00,  9.098016e-01,  1.989218e+00,  1.793913e+00,  8.708527e+03,  7.276810e+03,  5.535008e+03,  4.058723e+03,  2.829134e+03,  1.874365e+03,  1.181397e+03,  7.124105e+02,  4.088025e+02,  2.233828e+02,  1.146862e+02,  5.460462e+01,  2.437008e+01,  1.018985e+01,  4.024787e+00,  1.585581e+00,  6.718717e-01,  3.338210e-01
  4, 37.28, -3.305074e+00, -2.759342e+00, -3.871792e+00, -2.816386e+00,  1.801993e+00,  7.584586e-01,  1.013339e+00,  6.337323e+02,  2.278333e+02,  1.119313e+02,  6.121665e+01,  3.423332e+01,  1.941481e+01,  1.110439e+01,  6.422134e+00,  3.720739e+00,  2.158014e+00,  1.238727e+00,  6.981832e-01,  3.903562e-01,  2.156839e-01,  1.172169e-01,  6.297923e-02,  3.322294e-02,  1.719703e-02
  4, 32.86, -2.580270e-01, -6.434800e-01, -1.978135e-02, -1.693923e+00,  1.516009e+00,  7.303907e-01,  1.011195e+00,  5.774959e+03,  4.974626e+03,  3.791100e+03,  2.925235e+03,  2.250415e+03,  1.721838e+03,  1.307826e+03,  9.867434e+02,  7.358446e+02,  5.420672e+02,  3.915034e+02,  2.753876e+02,  1.893336e+02,  1.268149e+02,  8.289783e+01,  5.348903e+01,  3.410078e+01,  2.142922e+01
  4, 32.75, -2.823130e+00,  3.997855e-01,  1.503404e-01, -3.195148e+00,  1.373110e+00,  1.260711e+00,  1.148873e+00,  4.478908e+02,  4.216915e+02,  3.312959e+02,  2.655723e+02,  2.136574e+02,  1.720000e+02,  1.382643e+02,  1.109586e+02,  8.847260e+01,  6.998069e+01,  5.453999e+01,  4.168107e+01,  3.137055e+01,  2.321586e+01,  1.691360e+01,  1.224986e+01,  8.892345e+00,  6.528017e+00
  4, 36.23, -5.252836e-01, -1.492473e+00, -2.704647e-01, -1.829861e+00,  1.787698e+00,  1.995524e+00,  8.005615e-01,  5.308541e+03,  4.357233e+03,  3.253148e+03,  2.458855e+03,  1.849974e+03,  1.382180e+03,  1.023704e+03,  7.523731e+02,  5.457858e+02,  3.904932e+02,  2.733675e+02,  1.863074e+02,  1.247205e+02,  8.213472e+01,  5.327986e+01,  3.415561e+01,  2.140671e+01,  1.299279e+01
  4, 41.75, -2.052685e+00, -4.681072e-01,  2.649481e-01, -1.791151e+00,  1.659269e+00,  1.015432e+00,  1.360238e+00,  3.385945e+03,  1.485890e+03,  6.377900e+02,  3.057259e+02,  1.644492e+02,  9.751468e+01,  6.081401e+01,  3.925484e+01,  2.606991e+01,  1.784196e+01,  1.241449e+01,  8.641799e+00,  5.987726e+00,  4.109024e+00,  2.832859e+00,  2.030422e+00,  1.539080e+00,  1.219260e+00
  4, 39.60, -1.427005e-01, -2.596644e+00,  1.954213e-01, -1.620312e+00,  1.297388e+00,  8.825370e-01,  1.903291e+00,  2.676697e+03,  2.466532e+03,  1.915571e+03,  1.506662e+03,  1.184075e+03,  9.282731e+02,  7.263455e+02,  5.694087e+02,  4.457689e+02,  3.468966e+02,  2.644274e+02,  1.946300e+02,  1.380050e+02,  9.371333e+01,  6.084255e+01,  3.807061e+01,  2.302743e+01,  1.359188e+01
  4, 47.40,  1.322000e-01, -1.217198e+00, -1.389706e+00, -1.511025e+00,  1.952488e+00,  1.821526e+00,  1.686936e+00,  9.459326e+02,  1.016474e+03,  8.045898e+02,  6.445218e+02,  5.168449e+02,  4.139844e+02,  3.306891e+02,  2.634986e+02,  2.085240e+02,  1.637292e+02,  1.267351e+02,  9.624743e+01,  7.197596e+01,  5.281400e+01,  3.790863e+01,  2.665434e+01,  1.827150e+01,  1.219596e+01
  4, 39.90, -1.383133e+00, -2.148917e+00,  2.669234e-01, -2.319600e+00,  1.824746e+00,  1.825473e+00,  1.467995e+00,  5.797423e+03,  3.875788e+03,  2.519559e+03,  1.670250e+03,  1.102467e+03,  7.264363e+02,  4.791702e+02,  3.171586e+02,  2.077713e+02,  1.331763e+02,  8.180995e+01,  4.737998e+01,  2.595191e+01,  1.334366e+01,  6.391569e+00,  2.871297e+00,  1.206304e+00,  4.831009e-01
  4, 46.77, -1.720179e+00, -2.168124e+00, -1.362177e+00, -2.700020e+00,  1.601364e+00,  1.901857e+00,  1.423170e+00,  3.673052e+03,  2.340439e+03,  1.486152e+03,  9.620203e+02,  6.097018e+02,  3.753417e+02,  2.239948e+02,  1.308790e+02,  7.519859e+01,  4.317291e+01,  2.486389e+01,  1.436684e+01,  8.374732e+00,  4.842478e+00,  2.728591e+00,  1.492307e+00,  7.842613e-01,  3.955927e-01
  4, 34.83, -3.477882e+00, -1.293747e+00, -1.853910e+00, -2.764541e+00,  1.713045e+00,  1.992612e+00,  1.849366e+00,  5.900224e+02,  4.043630e+02,  2.941256e+02,  2.184222e+02,  1.617045e+02,  1.189813e+02,  8.682874e+01,  6.292584e+01,  4.508698e+01,  3.200195e+01,  2.240658e+01,  1.544093e+01,  1.054004e+01,  7.074432e+00,  4.622031e+00,  2.926475e+00,  1.776230e+00,  1.029097e+00
  4, 35.17, -7.230217e-02, -1.827966e+00, -3.527857e+00, -2.551380e+00,  1.943442e+00,  1.121246e+00,  1.831680e+00,  3.762821e+03,  3.451245e+03,  2.677639e+03,  2.103796e+03,  1.651064e+03,  1.291189e+03,  1.004411e+03,  7.774779e+02,  5.959437e+02,  4.518683e+02,  3.364878e+02,  2.447445e+02,  1.746457e+02,  1.218143e+02,  8.277432e+01,  5.490794e+01,  3.536318e+01,  2.207172e+01
  4, 30.99, -2.474901e+00, -2.232467e+00, -5.040692e-01, -7.360817e-01,  1.693326e+00,  9.373401e-01,  1.031267e+00,  2.728428e+03,  7.725592e+02,  2.953101e+02,  1.726761e+02,  1.239799e+02,  9.598818e+01,  7.584766e+01,  6.012938e+01,  4.731035e+01,  3.680819e+01,  2.808963e+01,  2.090168e+01,  1.521936e+01,  1.080396e+01,  7.454215e+00,  5.009906e+00,  3.264925e+00,  2.062031e+00
