 nlayers, height, LOG10C01, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09, Z10, Z11, Z12, Z13, Z14, Z15, Z16, Z17, Z18
  1, 34.81, -3.778799e+00,  2.057638e+02,  4.486381e+01,  1.692048e+01,  7.775725e+00,  3.758866e+00,  1.883063e+00,  9.671943e-01,  5.098983e-01,  2.723788e-01,  1.470972e-01,  7.922066e-02,  4.214151e-02,  2.238265e-02,  1.181466e-02,  6.161774e-03,  3.193133e-03,  1.631417e-03,  8.226645e-04
  1, 30.12,  4.027514e-01,  3.527329e+03,  3.689372e+03,  2.915871e+03,  2.332681e+03,  1.867762e+03,  1.493468e+03,  1.190625e+03,  9.465896e+02,  7.471773e+02,  5.849446e+02,  4.512229e+02,  3.412852e+02,  2.540232e+02,  1.853827e+02,  1.322252e+02,  9.230159e+01,  6.275177e+01,  4.149647e+01
  1, 32.44, -8.910752e-01,  9.420179e+03,  6.937954e+03,  4.847836e+03,  3.433154e+03,  2.413432e+03,  1.681521e+03,  1.159962e+03,  7.943503e+02,  5.371345e+02,  3.587363e+02,  2.346624e+02,  1.494600e+02,  9.344821e+01,  5.718659e+01,  3.414341e+01,  1.997965e+01,  1.139600e+01,  6.333990e+00
  1, 31.10, -2.706054e+00,  2.527311e+03,  9.170398e+02,  4.055693e+02,  2.016652e+02,  1.035767e+02,  5.448965e+01,  2.915325e+01,  1.590292e+01,  8.746964e+00,  4.844469e+00,  2.667511e+00,  1.447524e+00,  7.823352e-01,  4.193771e-01,  2.217703e-01,  1.162940e-01,  6.002495e-02,  3.047836e-02
  1, 37.93, -1.720091e+00,  6.103231e+03,  3.596713e+03,  2.123851e+03,  1.296076e+03,  7.908009e+02,  4.820840e+02,  2.932579e+02,  1.787668e+02,  1.084452e+02,  6.548972e+01,  3.897605e+01,  2.270169e+01,  1.306979e+01,  7.412864e+00,  4.124953e+00,  2.263418e+00,  1.216813e+00,  6.405229e-01
  1, 38.89, -1.123469e+00,  5.984965e+03,  4.288809e+03,  2.937908e+03,  2.042375e+03,  1.409614e+03,  9.646570e+02,  6.539735e+02,  4.405149e+02,  2.932244e+02,  1.929489e+02,  1.244406e+02,  7.819011e+01,  4.827224e+01,  2.919483e+01,  1.724047e+01,  9.987060e+00,  5.643434e+00,  3.109661e+00
  1, 42.03, -7.264629e-01,  3.795723e+03,  3.048262e+03,  2.250338e+03,  1.682048e+03,  1.250802e+03,  9.232676e+02,  6.754155e+02,  4.903574e+02,  3.514699e+02,  2.486134e+02,  1.721773e+02,  1.160781e+02,  7.668473e+01,  4.948402e+01,  3.109457e+01,  1.909841e+01,  1.140726e+01,  6.623312e+00
  1, 45.14, -2.014020e+00,  3.423915e+03,  1.900952e+03,  1.075446e+03,  6.343328e+02,  3.755830e+02,  2.229527e+02,  1.324440e+02,  7.906379e+01,  4.707078e+01,  2.795281e+01,  1.638417e+01,  9.410135e+00,  5.349662e+00,  2.999939e+00,  1.652217e+00,  8.982515e-01,  4.788791e-01,  2.501844e-01
  1, 35.38, -3.334303e+00,  5.829015e+02,  1.629724e+02,  6.556547e+01,  3.097948e+01,  1.529437e+01,  7.792367e+00,  4.058798e+00,  2.164878e+00,  1.168001e+00,  6.362109e-01,  3.452185e-01,  1.848868e-01,  9.877747e-02,  5.241383e-02,  2.746492e-02,  1.428882e-02,  7.324299e-03,  3.699379e-03
  1, 49.15, -4.857483e-01,  1.782580e+03,  1.563049e+03,  1.197720e+03,  9.294035e+02,  7.195526e+02,  5.544733e+02,  4.245118e+02,  3.231007e+02,  2.432492e+02,  1.809822e+02,  1.320837e+02,  9.403196e+01,  6.562807e+01,  4.474567e+01,  2.970844e+01,  1.925953e+01,  1.213075e+01,  7.418626e+00
  1, 35.21, -2.830998e+00,  1.704821e+03,  6.103456e+02,  2.685106e+02,  1.331217e+02,  6.821795e+01,  3.582317e+01,  1.913748e+01,  1.042637e+01,  5.728650e+00,  3.169900e+00,  1.744051e+00,  9.457373e-01,  5.108197e-01,  2.736799e-01,  1.446540e-01,  7.582306e-02,  3.912146e-02,  1.985847e-02
  1, 36.95, -2.486382e+00,  2.912534e+03,  1.243381e+03,  5.958593e+02,  3.116242e+02,  1.666605e+02,  9.066045e+01,  4.990419e+01,  2.788630e+01,  1.566174e+01,  8.833302e+00,  4.942954e+00,  2.721526e+00,  1.489897e+00,  8.077950e-01,  4.315482e-01,  2.283385e-01,  1.188003e-01,  6.073371e-02
  1, 35.47, -1.111046e+00,  7.801841e+03,  5.506933e+03,  3.729935e+03,  2.565382e+03,  1.751676e+03,  1.186079e+03,  7.957470e+02,  5.306758e+02,  3.498464e+02,  2.280953e+02,  1.458063e+02,  9.082901e+01,  5.562095e+01,  3.338350e+01,  1.957246e+01,  1.126231e+01,  6.324384e+00,  3.464660e+00
  1, 32.45, -3.064769e+00,  1.157071e+03,  3.583534e+02,  1.489920e+02,  7.157277e+01,  3.578608e+01,  1.842001e+01,  9.676460e+00,  5.198057e+00,  2.821590e+00,  1.545010e+00,  8.422221e-01,  4.529327e-01,  2.428612e-01,  1.292812e-01,  6.793802e-02,  3.543242e-02,  1.820101e-02,  9.206812e-03
  1, 46.18, -2.733872e+00,  1.397931e+03,  5.784117e+02,  2.728056e+02,  1.412306e+02,  7.492148e+01,  4.048460e+01,  2.215928e+01,  1.232364e+01,  6.892875e+00,  3.873761e+00,  2.160853e+00,  1.186370e+00,  6.478556e-01,  3.504815e-01,  1.868682e-01,  9.870313e-02,  5.127423e-02,  2.617786e-02
  1, 41.69, -3.017044e+00,  9.631290e+02,  3.364696e+02,  1.465843e+02,  7.227314e+01,  3.687801e+01,  1.929874e+01,  1.028001e+01,  5.587176e+00,  3.063460e+00,  1.692116e+00,  9.295273e-01,  5.033428e-01,  2.715349e-01,  1.453216e-01,  7.673547e-02,  4.018838e-02,  2.072009e-02,  1.051144e-02
  1, 33.52, -3.671859e+00,  2.755407e+02,  6.275126e+01,  2.390269e+01,  1.102557e+01,  5.344870e+00,  2.683616e+00,  1.380938e+00,  7.291448e-01,  3.900070e-01,  2.108603e-01,  1.136727e-01,  6.052248e-02,  3.217002e-02,  1.699271e-02,  8.867879e-03,  4.597795e-03,  2.350023e-03,  1.185149e-03
  1, 38.84, -2.463635e+00,  2.784787e+03,  1.221950e+03,  5.946465e+02,  3.142051e+02,  1.694610e+02,  9.283666e+01,  5.141236e+01,  2.887802e+01,  1.629206e+01,  9.225163e+00,  5.180436e+00,  2.861373e+00,  1.570887e+00,  8.538445e-01,  4.571791e-01,  2.423832e-01,  1.263324e-01,  6.468481e-02
  1, 49.04, -7.759249e-02,  1.113538e+03,  1.106623e+03,  8.695801e+02,  6.918391e+02,  5.505762e+02,  4.372726e+02,  3.460072e+02,  2.728565e+02,  2.134565e+02,  1.654854e+02,  1.262838e+02,  9.437656e+01,  6.934100e+01,  4.990341e+01,  3.506623e+01,  2.409801e+01,  1.611665e+01,  1.047810e+01
  1, 36.54, -1.762774e+00,  6.506110e+03,  3.735052e+03,  2.163269e+03,  1.299488e+03,  7.817468e+02,  4.705556e+02,  2.829846e+02,  1.707534e+02,  1.026336e+02,  6.146721e+01,  3.630502e+01,  2.099791e+01,  1.201227e+01,  6.774014e+00,  3.749747e+00,  2.047852e+00,  1.096219e+00,  5.748079e-01
  1, 45.21, -3.653691e+00,  2.212226e+02,  5.806192e+01,  2.294818e+01,  1.075445e+01,  5.276477e+00,  2.674957e+00,  1.387549e+00,  7.375449e-01,  3.967546e-01,  2.155662e-01,  1.167108e-01,  6.238186e-02,  3.327030e-02,  1.762693e-02,  9.223800e-03,  4.793140e-03,  2.454473e-03,  1.238963e-03
  1, 38.89, -3.690627e+00,  2.320631e+02,  5.588755e+01,  2.158652e+01,  1.001426e+01,  4.875629e+00,  2.456507e+00,  1.267707e+00,  6.709623e-01,  3.596192e-01,  1.947738e-01,  1.051623e-01,  5.606935e-02,  2.983891e-02,  1.577844e-02,  8.242210e-03,  4.276827e-03,  2.187408e-03,  1.103437e-03
  1, 45.15, -3.704363e-01,  2.147817e+03,  1.908305e+03,  1.468187e+03,  1.143898e+03,  8.895280e+02,  6.887296e+02,  5.300095e+02,  4.055844e+02,  3.071036e+02,  2.298687e+02,  1.688321e+02,  1.210064e+02,  8.504185e+01,  5.839416e+01,  3.905076e+01,  2.549877e+01,  1.617632e+01,  9.963356e+00
  1, 48.41, -3.137828e+00,  6.316645e+02,  2.207460e+02,  9.621791e+01,  4.745902e+01,  2.422482e+01,  1.268104e+01,  6.756754e+00,  3.673169e+00,  2.014437e+00,  1.112896e+00,  6.114512e-01,  3.311559e-01,  1.786719e-01,  9.563485e-02,  5.050483e-02,  2.645344e-02,  1.363998e-02,  6.920213e-03
  1, 45.43, -3.792881e+00,  1.585349e+02,  3.869415e+01,  1.500069e+01,  6.970329e+00,  3.397846e+00,  1.713662e+00,  8.850901e-01,  4.687800e-01,  2.514042e-01,  1.362334e-01,  7.358844e-02,  3.925112e-02,  2.089602e-02,  1.105305e-02,  5.775448e-03,  2.997557e-03,  1.533424e-03,  7.736155e-04
  1, 31.48, -2.031122e+00,  7.029199e+03,  3.467451e+03,  1.808676e+03,  1.002710e+03,  5.626580e+02,  3.187030e+02,  1.816331e+02,  1.045576e+02,  6.026592e+01,  3.477126e+01,  1.985548e+01,  1.113424e+01,  6.195303e+00,  3.407798e+00,  1.844316e+00,  9.871268e-01,  5.188838e-01,  2.676721e-01
  1, 30.84, -3.079757e+00,  1.180184e+03,  3.555752e+02,  1.464208e+02,  6.998276e+01,  3.485460e+01,  1.788388e+01,  9.369976e+00,  5.022268e+00,  2.720986e+00,  1.487475e+00,  8.096851e-01,  4.348697e-01,  2.329101e-01,  1.238591e-01,  6.502994e-02,  3.388928e-02,  1.739649e-02,  8.795421e-03
  1, 44.82,  2.940308e-01,  9.190785e+02,  1.051790e+03,  8.357208e+02,  6.717054e+02,  5.406665e+02,  4.348865e+02,  3.490203e+02,  2.795541e+02,  2.225197e+02,  1.758539e+02,  1.371228e+02,  1.050131e+02,  7.926861e+01,  5.877351e+01,  4.267649e+01,  3.038672e+01,  2.111723e+01,  1.430538e+01
  1, 30.66, -3.352558e+00,  6.380567e+02,  1.664924e+02,  6.562965e+01,  3.071168e+01,  1.505069e+01,  7.622800e+00,  3.950882e+00,  2.098628e+00,  1.128263e+00,  6.126937e-01,  3.315688e-01,  1.771497e-01,  9.444509e-02,  5.002161e-02,  2.616757e-02,  1.359450e-02,  6.959931e-03,  3.512652e-03
  1, 36.52, -3.533538e+00,  3.564453e+02,  9.093958e+01,  3.564853e+01,  1.664270e+01,  8.141635e+00,  4.117767e+00,  2.131771e+00,  1.131272e+00,  6.077009e-01,  3.297773e-01,  1.783559e-01,  9.523963e-02,  5.075183e-02,  2.686875e-02,  1.405044e-02,  7.297151e-03,  3.734927e-03,  1.884764e-03
  1, 36.46, -6.832384e-03,  3.065660e+03,  2.890958e+03,  2.255153e+03,  1.781451e+03,  1.406479e+03,  1.107202e+03,  8.675591e+02,  6.768376e+02,  5.232547e+02,  4.004282e+02,  3.011977e+02,  2.215027e+02,  1.599241e+02,  1.129392e+02,  7.775960e+01,  5.229934e+01,  3.419120e+01,  2.170653e+01
  1, 49.01, -5.754144e-03,  1.011781e+03,  1.034233e+03,  8.151943e+02,  6.504673e+02,  5.193394e+02,  4.139599e+02,  3.288786e+02,  2.604932e+02,  2.047787e+02,  1.596089e+02,  1.225273e+02,  9.218322e+01,  6.822568e+01,  4.949246e+01,  3.507878e+01,  2.432911e+01,  1.643113e+01,  1.079333e+01
  1, 34.02, -1.985106e+00,  6.361874e+03,  3.277010e+03,  1.758988e+03,  9.960702e+02,  5.691246e+02,  3.274311e+02,  1.891710e+02,  1.101957e+02,  6.418505e+01,  3.737773e+01,  2.152293e+01,  1.216158e+01,  6.813166e+00,  3.770544e+00,  2.051891e+00,  1.103624e+00,  5.826845e-01,  3.017699e-01
  1, 49.54, -2.037371e+00,  2.727046e+03,  1.543277e+03,  8.852880e+02,  5.279929e+02,  3.157184e+02,  1.890712e+02,  1.132074e+02,  6.805588e+01,  4.077431e+01,  2.435172e+01,  1.434776e+01,  8.280179e+00,  4.727736e+00,  2.661589e+00,  1.471115e+00,  8.023666e-01,  4.290092e-01,  2.247221e-01
  1, 49.73, -2.015703e+00,  2.739423e+03,  1.564711e+03,  9.036150e+02,  5.418152e+02,  3.255266e+02,  1.957708e+02,  1.176643e+02,  7.097319e+01,  4.265104e+01,  2.554180e+01,  1.508631e+01,  8.726317e+00,  4.992761e+00,  2.816031e+00,  1.559119e+00,  8.516626e-01,  4.559964e-01,  2.391571e-01
  1, 46.46, -2.474481e+00,  2.025436e+03,  9.410353e+02,  4.736509e+02,  2.561794e+02,  1.408630e+02,  7.844235e+01,  4.405902e+01,  2.504996e+01,  1.428357e+01,  8.163868e+00,  4.622972e+00,  2.572909e+00,  1.422089e+00,  7.776249e-01,  4.186287e-01,  2.230134e-01,  1.167377e-01,  5.999888e-02
  1, 48.29,  2.150521e-01,  7.723067e+02,  8.730128e+02,  6.931931e+02,  5.568171e+02,  4.478921e+02,  3.599943e+02,  2.886742e+02,  2.310055e+02,  1.836863e+02,  1.449976e+02,  1.129154e+02,  8.634566e+01,  6.506949e+01,  4.815639e+01,  3.489521e+01,  2.479029e+01,  1.718553e+01,  1.161085e+01
  1, 34.49, -3.107487e+00,  9.898839e+02,  3.073623e+02,  1.279355e+02,  6.149772e+01,  3.076456e+01,  1.584209e+01,  8.325255e+00,  4.473593e+00,  2.428991e+00,  1.330347e+00,  7.253549e-01,  3.901567e-01,  2.092357e-01,  1.113978e-01,  5.854796e-02,  3.053865e-02,  1.568876e-02,  7.936654e-03
  1, 44.20, -1.963349e+00,  3.717290e+03,  2.090913e+03,  1.193912e+03,  7.093438e+02,  4.226853e+02,  2.523294e+02,  1.506474e+02,  9.032793e+01,  5.398959e+01,  3.217477e+01,  1.891928e+01,  1.089817e+01,  6.212024e+00,  3.491827e+00,  1.927284e+00,  1.049827e+00,  5.606685e-01,  2.933769e-01
  1, 31.27, -4.966126e-01,  8.349668e+03,  6.735141e+03,  4.985962e+03,  3.736455e+03,  2.785500e+03,  2.061025e+03,  1.511110e+03,  1.099277e+03,  7.893148e+02,  5.591661e+02,  3.877363e+02,  2.616637e+02,  1.729865e+02,  1.116765e+02,  7.018867e+01,  4.310881e+01,  2.574234e+01,  1.494049e+01
  1, 48.13, -1.081584e+00,  3.044568e+03,  2.300385e+03,  1.635992e+03,  1.178916e+03,  8.439303e+02,  5.990664e+02,  4.211689e+02,  2.939106e+02,  2.025086e+02,  1.377728e+02,  9.178938e+01,  5.953760e+01,  3.788723e+01,  2.358196e+01,  1.431137e+01,  8.504702e+00,  4.922669e+00,  2.774328e+00
  1, 36.60,  4.700765e-01,  1.536669e+03,  1.785471e+03,  1.419957e+03,  1.142184e+03,  9.201733e+02,  7.408721e+02,  5.952421e+02,  4.773455e+02,  3.804685e+02,  3.011259e+02,  2.351977e+02,  1.804643e+02,  1.365090e+02,  1.014490e+02,  7.385185e+01,  5.272902e+01,  3.675254e+01,  2.497560e+01
  1, 37.44, -3.934570e+00,  1.321959e+02,  2.725050e+01,  1.015323e+01,  4.645851e+00,  2.238640e+00,  1.118604e+00,  5.733317e-01,  3.017246e-01,  1.609354e-01,  8.680042e-02,  4.669490e-02,  2.481396e-02,  1.316797e-02,  6.945165e-03,  3.619538e-03,  1.874646e-03,  9.573621e-04,  4.827459e-04
  1, 31.76, -1.493085e+00,  1.026462e+04,  6.261593e+03,  3.792135e+03,  2.362094e+03,  1.467821e+03,  9.094846e+02,  5.613738e+02,  3.466469e+02,  2.127283e+02,  1.298021e+02,  7.798021e+01,  4.581366e+01,  2.658120e+01,  1.518172e+01,  8.501616e+00,  4.691459e+00,  2.535074e+00,  1.340626e+00
  1, 37.84, -1.302874e-01,  3.105277e+03,  2.843647e+03,  2.205149e+03,  1.731716e+03,  1.358339e+03,  1.061671e+03,  8.253791e+02,  6.385020e+02,  4.891039e+02,  3.706143e+02,  2.757940e+02,  2.004587e+02,  1.429456e+02,  9.963886e+01,  6.766903e+01,  4.487706e+01,  2.891839e+01,  1.809157e+01
  1, 30.89, -6.381564e-01,  9.568358e+03,  7.446275e+03,  5.399189e+03,  3.963438e+03,  2.890974e+03,  2.090977e+03,  1.497522e+03,  1.063911e+03,  7.458721e+02,  5.159378e+02,  3.492928e+02,  2.301075e+02,  1.485864e+02,  9.375878e+01,  5.763633e+01,  3.466007e+01,  2.028387e+01,  1.154872e+01
  1, 30.45, -1.381182e+00,  1.175159e+04,  7.376350e+03,  4.564766e+03,  2.895476e+03,  1.829385e+03,  1.150748e+03,  7.201259e+02,  4.502020e+02,  2.793938e+02,  1.722186e+02,  1.044323e+02,  6.188644e+01,  3.618919e+01,  2.081650e+01,  1.173280e+01,  6.512437e+00,  3.537775e+00,  1.879917e+00
  1, 42.67, -2.683983e+00,  1.708095e+03,  7.023871e+02,  3.301419e+02,  1.705213e+02,  9.028920e+01,  4.871111e+01,  2.662550e+01,  1.479005e+01,  8.263869e+00,  4.640051e+00,  2.586208e+00,  1.418860e+00,  7.743090e-01,  4.186479e-01,  2.230960e-01,  1.177840e-01,  6.116097e-02,  3.121426e-02
  1, 30.07,  6.582955e-01,  2.373152e+03,  2.849025e+03,  2.269429e+03,  1.827974e+03,  1.474913e+03,  1.189549e+03,  9.575542e+02,  7.695249e+02,  6.148078e+02,  4.878869e+02,  3.822173e+02,  2.942833e+02,  2.234653e+02,  1.667896e+02,  1.220038e+02,  8.756950e+01,  6.139046e+01,  4.198077e+01
  1, 30.84, -3.181547e-01,  7.525990e+03,  6.321063e+03,  4.771263e+03,  3.646130e+03,  2.775777e+03,  2.100076e+03,  1.576220e+03,  1.174616e+03,  8.646337e+02,  6.282169e+02,  4.470614e+02,  3.098340e+02,  2.103279e+02,  1.393822e+02,  8.989083e+01,  5.660406e+01,  3.462841e+01,  2.057203e+01
  1, 38.62, -2.983412e+00,  1.129232e+03,  3.892901e+02,  1.686331e+02,  8.286763e+01,  4.217273e+01,  2.202189e+01,  1.170916e+01,  6.354107e+00,  3.479328e+00,  1.919599e+00,  1.053410e+00,  5.699000e-01,  3.071898e-01,  1.642853e-01,  8.669306e-02,  4.537778e-02,  2.338392e-02,  1.185799e-02
  1, 49.03, -3.690345e+00,  1.882354e+02,  5.019557e+01,  1.993086e+01,  9.360610e+00,  4.600207e+00,  2.335222e+00,  1.212667e+00,  6.451846e-01,  3.473458e-01,  1.888506e-01,  1.023080e-01,  5.471322e-02,  2.919416e-02,  1.547384e-02,  8.100188e-03,  4.210603e-03,  2.156755e-03,  1.088863e-03
  1, 38.44, -1.289441e+00,  6.394380e+03,  4.360200e+03,  2.877104e+03,  1.932175e+03,  1.289050e+03,  8.535886e+02,  5.606144e+02,  3.664885e+02,  2.371096e+02,  1.518999e+02,  9.549965e+01,  5.855751e+01,  3.533700e+01,  2.092335e+01,  1.211325e+01,  6.890041e+00,  3.828031e+00,  2.076562e+00
  1, 40.78, -3.352605e+00,  4.862489e+02,  1.427985e+02,  5.836274e+01,  2.779488e+01,  1.380575e+01,  7.068521e+00,  3.696890e+00,  1.978618e+00,  1.070652e+00,  5.846677e-01,  3.179596e-01,  1.706297e-01,  9.132088e-02,  4.853258e-02,  2.546665e-02,  1.326509e-02,  6.806582e-03,  3.440357e-03
  1, 43.91,  1.511349e-01,  1.241619e+03,  1.309616e+03,  1.035232e+03,  8.282689e+02,  6.632856e+02,  5.304679e+02,  4.230090e+02,  3.364201e+02,  2.656647e+02,  2.080992e+02,  1.606449e+02,  1.216221e+02,  9.063598e+01,  6.624700e+01,  4.734193e+01,  3.312492e+01,  2.258360e+01,  1.498391e+01
  1, 42.85, -2.490260e+00,  2.279918e+03,  1.023050e+03,  5.043916e+02,  2.689142e+02,  1.461129e+02,  8.054851e+01,  4.484903e+01,  2.530864e+01,  1.433651e+01,  8.146911e+00,  4.589579e+00,  2.542373e+00,  1.399359e+00,  7.623577e-01,  4.090382e-01,  2.172579e-01,  1.134228e-01,  5.815854e-02
  1, 37.10, -2.584418e+00,  2.475786e+03,  1.012749e+03,  4.745110e+02,  2.445489e+02,  1.292465e+02,  6.961837e+01,  3.800092e+01,  2.108370e+01,  1.176800e+01,  6.601412e+00,  3.676321e+00,  2.015384e+00,  1.099097e+00,  5.938900e-01,  3.163075e-01,  1.669134e-01,  8.663407e-02,  4.419780e-02
  1, 47.65,  9.139139e-02,  9.838765e+02,  1.039157e+03,  8.214703e+02,  6.572602e+02,  5.263580e+02,  4.209765e+02,  3.357151e+02,  2.670120e+02,  2.108710e+02,  1.651946e+02,  1.275398e+02,  9.657376e+01,  7.198320e+01,  5.262597e+01,  3.761894e+01,  2.633100e+01,  1.795919e+01,  1.192153e+01
  1, 34.82, -3.818637e+00,  1.865436e+02,  3.975977e+01,  1.491978e+01,  6.843677e+00,  3.303733e+00,  1.653229e+00,  8.483709e-01,  4.469160e-01,  2.385809e-01,  1.287730e-01,  6.931844e-02,  3.685773e-02,  1.956889e-02,  1.032588e-02,  5.383646e-03,  2.789209e-03,  1.424770e-03,  7.184379e-04
  1, 49.89, -1.091457e+00,  2.724649e+03,  2.067973e+03,  1.475119e+03,  1.066103e+03,  7.654856e+02,  5.450633e+02,  3.844015e+02,  2.690831e+02,  1.859716e+02,  1.269036e+02,  8.479998e+01,  5.516683e+01,  3.520613e+01,  2.197327e+01,  1.337028e+01,  7.965268e+00,  4.621342e+00,  2.610342e+00
  1, 47.51, -2.162333e+00,  2.723062e+03,  1.449758e+03,  7.966161e+02,  4.594093e+02,  2.667344e+02,  1.556451e+02,  9.106684e+01,  5.364328e+01,  3.155968e+01,  1.854419e+01,  1.076571e+01,  6.129101e+00,  3.457002e+00,  1.924899e+00,  1.053348e+00,  5.693842e-01,  3.019802e-01,  1.570311e-01
  1, 45.17, -2.542093e+00,  1.938736e+03,  8.663541e+02,  4.261836e+02,  2.268862e+02,  1.231329e+02,  6.781474e+01,  3.772815e+01,  2.127565e+01,  1.204481e+01,  6.841114e+00,  3.852209e+00,  2.133044e+00,  1.173639e+00,  6.391861e-01,  3.428546e-01,  1.820599e-01,  9.502617e-02,  4.871620e-02
  1, 35.81,  1.539138e-01,  2.665748e+03,  2.645308e+03,  2.079084e+03,  1.654471e+03,  1.316932e+03,  1.046133e+03,  8.279442e+02,  6.530083e+02,  5.109095e+02,  3.961128e+02,  3.022709e+02,  2.258682e+02,  1.659064e+02,  1.193471e+02,  8.380908e+01,  5.754491e+01,  3.844274e+01,  2.495852e+01
  1, 38.82,  6.842731e-01,  8.145487e+02,  1.154322e+03,  9.236738e+02,  7.464011e+02,  6.044297e+02,  4.894892e+02,  3.958574e+02,  3.197852e+02,  2.570074e+02,  2.053270e+02,  1.621156e+02,  1.259682e+02,  9.667004e+01,  7.303933e+01,  5.418967e+01,  3.953125e+01,  2.823464e+01,  1.972275e+01
  1, 41.96, -3.279332e+00,  5.545205e+02,  1.709318e+02,  7.101002e+01,  3.410434e+01,  1.705009e+01,  8.775598e+00,  4.609900e+00,  2.476354e+00,  1.344212e+00,  7.360550e-01,  4.012482e-01,  2.157887e-01,  1.157078e-01,  6.159552e-02,  3.236951e-02,  1.688238e-02,  8.672386e-03,  4.386992e-03
  1, 32.01, -2.605156e-01,  6.316825e+03,  5.414209e+03,  4.119492e+03,  3.173602e+03,  2.437398e+03,  1.861666e+03,  1.411562e+03,  1.063198e+03,  7.914578e+02,  5.818011e+02,  4.191219e+02,  2.942157e+02,  2.023427e+02,  1.358627e+02,  8.878514e+01,  5.663929e+01,  3.509696e+01,  2.111400e+01
  1, 33.21, -5.000132e-01,  6.911804e+03,  5.625416e+03,  4.183515e+03,  3.149635e+03,  2.359764e+03,  1.755320e+03,  1.294211e+03,  9.469610e+02,  6.840330e+02,  4.875551e+02,  3.402115e+02,  2.310808e+02,  1.537569e+02,  9.989862e+01,  6.318430e+01,  3.904544e+01,  2.345538e+01,  1.369185e+01
  1, 30.16, -2.627710e+00,  3.044354e+03,  1.133650e+03,  5.071034e+02,  2.538536e+02,  1.310720e+02,  6.925251e+01,  3.718642e+01,  2.034694e+01,  1.122069e+01,  6.228671e+00,  3.436581e+00,  1.868217e+00,  1.011306e+00,  5.428763e-01,  2.874372e-01,  1.508941e-01,  7.795910e-02,  3.961633e-02
  1, 39.85, -1.159511e+00,  5.623843e+03,  4.010379e+03,  2.737299e+03,  1.896563e+03,  1.304670e+03,  8.899814e+02,  6.014834e+02,  4.039729e+02,  2.681527e+02,  1.759884e+02,  1.132187e+02,  7.096893e+01,  4.371627e+01,  2.638454e+01,  1.555071e+01,  8.992120e+00,  5.072824e+00,  2.790974e+00
  1, 48.42, -3.849621e+00,  1.308061e+02,  3.185512e+01,  1.234364e+01,  5.734704e+00,  2.795161e+00,  1.409566e+00,  7.279690e-01,  3.855367e-01,  2.067498e-01,  1.120303e-01,  6.051229e-02,  3.227527e-02,  1.718176e-02,  9.088118e-03,  4.748608e-03,  2.464559e-03,  1.260744e-03,  6.360456e-04
  1, 41.84, -2.765514e+00,  1.531641e+03,  6.025891e+02,  2.769843e+02,  1.410487e+02,  7.383641e+01,  3.945989e+01,  2.139595e+01,  1.180426e+01,  6.556629e+00,  3.662513e+00,  2.032032e+00,  1.110234e+00,  6.036750e-01,  3.253376e-01,  1.728687e-01,  9.103342e-02,  4.716297e-02,  2.402329e-02
  1, 46.68, -9.537581e-01,  3.128771e+03,  2.425411e+03,  1.753811e+03,  1.284417e+03,  9.349203e+02,  6.750244e+02,  4.827708e+02,  3.426441e+02,  2.400709e+02,  1.660249e+02,  1.124145e+02,  7.409201e+01,  4.788099e+01,  3.024531e+01,  1.861696e+01,  1.121212e+01,  6.572295e+00,  3.748503e+00
  1, 31.42, -9.176117e-01,  1.044707e+04,  7.596172e+03,  5.258856e+03,  3.691308e+03,  2.571613e+03,  1.775641e+03,  1.213990e+03,  8.241809e+02,  5.526349e+02,  3.661134e+02,  2.376155e+02,  1.501882e+02,  9.322528e+01,  5.666129e+01,  3.361185e+01,  1.955044e+01,  1.108853e+01,  6.130705e+00
  1, 33.51, -8.933813e-01,  8.567440e+03,  6.343170e+03,  4.448801e+03,  3.162007e+03,  2.231122e+03,  1.560378e+03,  1.080475e+03,  7.426655e+02,  5.040179e+02,  3.378114e+02,  2.217412e+02,  1.417116e+02,  8.889226e+01,  5.456709e+01,  3.267553e+01,  1.917350e+01,  1.096472e+01,  6.109150e+00
  1, 43.86, -2.134717e+00,  3.302764e+03,  1.733451e+03,  9.430805e+02,  5.397239e+02,  3.112781e+02,  1.805757e+02,  1.051046e+02,  6.162948e+01,  3.611000e+01,  2.114050e+01,  1.223232e+01,  6.942872e+00,  3.905273e+00,  2.169145e+00,  1.184350e+00,  6.389133e-01,  3.382416e-01,  1.756007e-01
  1, 43.65, -2.534777e+00,  2.074717e+03,  9.189587e+02,  4.497434e+02,  2.385856e+02,  1.291054e+02,  7.092918e+01,  3.937710e+01,  2.216506e+01,  1.252831e+01,  7.105753e+00,  3.996212e+00,  2.210266e+00,  1.214898e+00,  6.610617e-01,  3.543012e-01,  1.880030e-01,  9.806505e-02,  5.024570e-02
  1, 34.03, -9.306609e-01,  8.307457e+03,  6.108649e+03,  4.263518e+03,  3.016297e+03,  2.118370e+03,  1.474641e+03,  1.016432e+03,  6.955615e+02,  4.700343e+02,  3.137461e+02,  2.051312e+02,  1.305942e+02,  8.162215e+01,  4.993379e+01,  2.980518e+01,  1.743723e+01,  9.944053e+00,  5.526171e+00
