 nlayers, height, LOG10C01, LOG10C02, LOG10C03, LOG10T01, LOG10T02, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09, Z10, Z11, Z12, Z13, Z14, Z15, Z16, Z17, Z18
  3, 30.64, -2.249164e+00,  1.461146e-02,  6.137978e-01,  1.429380e+00,  1.726927e+00,  1.924970e+03,  7.785474e+02,  5.197360e+02,  3.997157e+02,  3.132456e+02,  2.471318e+02,  1.953619e+02,  1.545595e+02,  1.217194e+02,  9.527775e+01,  7.363310e+01,  5.591423e+01,  4.188133e+01,  3.085103e+01,  2.230397e+01,  1.586416e+01,  1.104804e+01,  7.500801e+00
  3, 35.40, -3.062635e-01, -2.501839e+00,  3.304441e-01,  1.521136e+00,  1.996895e+00,  4.700814e+03,  4.052027e+03,  3.086354e+03,  2.379817e+03,  1.829147e+03,  1.397785e+03,  1.059924e+03,  7.981746e+02,  5.947314e+02,  4.399503e+02,  3.228844e+02,  2.351732e+02,  1.705548e+02,  1.215991e+02,  8.394285e+01,  5.567284e+01,  3.508916e+01,  2.092644e+01
  3, 35.41, -3.700709e+00, -6.361361e-01, -2.629009e+00,  7.103537e-01,  1.544989e+00,  3.990271e+03,  3.250062e+03,  2.415776e+03,  1.817645e+03,  1.360845e+03,  1.012252e+03,  7.492479e+02,  5.559096e+02,  4.136748e+02,  3.084326e+02,  2.270132e+02,  1.622029e+02,  1.119416e+02,  7.391453e+01,  4.641830e+01,  2.779445e+01,  1.577956e+01,  8.488804e+00
  3, 36.92, -3.799371e-01, -3.177681e+00, -1.845900e+00,  1.001735e+00,  1.119883e+00,  4.421979e+03,  3.895025e+03,  3.159689e+03,  2.651410e+03,  2.219593e+03,  1.815053e+03,  1.435271e+03,  1.094950e+03,  8.015178e+02,  5.624936e+02,  3.752217e+02,  2.362759e+02,  1.416316e+02,  8.070606e+01,  4.366038e+01,  2.262330e+01,  1.119734e+01,  5.312381e+00
  3, 36.50, -6.950559e-01,  6.525306e-01, -2.498891e+00,  1.609399e+00,  1.818447e+00,  5.910795e+03,  4.671020e+03,  3.422022e+03,  2.539748e+03,  1.875786e+03,  1.375872e+03,  9.996695e+02,  7.175548e+02,  5.020488e+02,  3.389157e+02,  2.169050e+02,  1.300045e+02,  7.372504e+01,  3.987741e+01,  2.097034e+01,  1.116524e+01,  6.188117e+00,  3.626524e+00
  3, 31.52, -3.957009e-01, -6.940305e-01,  1.936001e-01,  1.831266e+00,  9.102809e-01,  7.505491e+03,  6.209407e+03,  4.655429e+03,  3.533523e+03,  2.670469e+03,  2.004762e+03,  1.492419e+03,  1.102840e+03,  8.048022e+02,  5.796594e+02,  4.088990e+02,  2.809475e+02,  1.892304e+02,  1.246160e+02,  8.003917e+01,  5.027348e+01,  3.062428e+01,  1.798258e+01
  3, 42.85, -2.078012e+00, -3.257421e+00, -1.114928e+00,  1.435889e+00,  9.201803e-01,  2.881390e+03,  1.315498e+03,  6.824156e+02,  4.239705e+02,  2.863233e+02,  2.008700e+02,  1.428620e+02,  1.021507e+02,  7.268373e+01,  5.131341e+01,  3.560512e+01,  2.412092e+01,  1.604649e+01,  1.044312e+01,  6.625677e+00,  4.111544e+00,  2.482258e+00,  1.457183e+00
  3, 35.49, -2.699394e+00,  2.688116e-01, -1.458020e+00,  1.949105e+00,  1.749199e+00,  1.714096e+03,  4.396479e+02,  1.149937e+02,  3.822657e+01,  1.834532e+01,  1.221485e+01,  9.246866e+00,  7.258444e+00,  5.742627e+00,  4.550468e+00,  3.583521e+00,  2.790957e+00,  2.156644e+00,  1.648135e+00,  1.242366e+00,  9.245236e-01,  6.754764e-01,  4.823227e-01
  3, 46.60, -7.773579e-01, -7.627091e-01, -1.625501e-01,  1.649079e+00,  8.488386e-01,  2.791646e+03,  2.257489e+03,  1.673446e+03,  1.256318e+03,  9.388797e+02,  6.969804e+02,  5.131795e+02,  3.750689e+02,  2.702048e+02,  1.910678e+02,  1.309067e+02,  8.600643e+01,  5.451057e+01,  3.334113e+01,  1.977380e+01,  1.155365e+01,  6.694476e+00,  3.881273e+00
  3, 38.23, -8.972795e-01, -4.877076e-01,  2.424802e-01,  1.183199e+00,  7.683177e-01,  5.688115e+03,  4.200760e+03,  2.850271e+03,  1.912404e+03,  1.241016e+03,  7.818877e+02,  4.848531e+02,  3.038613e+02,  1.955662e+02,  1.309938e+02,  9.057408e+01,  6.378202e+01,  4.550580e+01,  3.248519e+01,  2.300079e+01,  1.612428e+01,  1.111482e+01,  7.514251e+00
  3, 36.25, -8.370976e-01, -6.753246e-01, -3.843542e+00,  8.051824e-01,  1.059794e+00,  6.023392e+03,  4.580894e+03,  3.374600e+03,  2.621237e+03,  2.069856e+03,  1.614826e+03,  1.221307e+03,  8.906055e+02,  6.223517e+02,  4.167322e+02,  2.650779e+02,  1.590414e+02,  9.085748e+01,  4.933676e+01,  2.540306e+01,  1.250838e+01,  5.864314e+00,  2.623011e+00
  3, 40.71, -3.897566e+00, -3.510996e+00, -3.760293e+00,  1.169672e+00,  8.336453e-01,  1.889866e+02,  4.513321e+01,  1.733023e+01,  8.013952e+00,  3.892193e+00,  1.957165e+00,  1.008364e+00,  5.329724e-01,  2.853276e-01,  1.543821e-01,  8.328087e-02,  4.436807e-02,  2.359551e-02,  1.246948e-02,  6.510192e-03,  3.376522e-03,  1.726247e-03,  8.705631e-04
  3, 44.26, -7.670287e-01, -6.454100e-01, -3.450964e+00,  9.509898e-01,  1.665384e+00,  3.199423e+03,  2.526857e+03,  1.832289e+03,  1.352541e+03,  9.990823e+02,  7.367551e+02,  5.410147e+02,  3.956762e+02,  2.865599e+02,  2.056832e+02,  1.458397e+02,  1.022476e+02,  7.149629e+01,  4.945710e+01,  3.338496e+01,  2.180367e+01,  1.360387e+01,  8.069364e+00
  3, 49.28, -5.064893e-01, -2.925440e-01, -3.612064e-01,  9.462839e-01,  1.665334e+00,  1.781888e+03,  1.528463e+03,  1.137975e+03,  8.555506e+02,  6.428079e+02,  4.835641e+02,  3.643071e+02,  2.751559e+02,  2.071434e+02,  1.551395e+02,  1.146393e+02,  8.306487e+01,  5.924831e+01,  4.143455e+01,  2.832075e+01,  1.896608e+01,  1.238581e+01,  7.878376e+00
  3, 30.55,  3.659225e-01, -2.875627e+00, -5.910652e-01,  1.601096e+00,  1.341298e+00,  3.536387e+03,  3.654927e+03,  2.885557e+03,  2.306113e+03,  1.844406e+03,  1.472918e+03,  1.172557e+03,  9.307270e+02,  7.333099e+02,  5.728816e+02,  4.408158e+02,  3.323913e+02,  2.464517e+02,  1.789326e+02,  1.266813e+02,  8.746561e+01,  5.855026e+01,  3.803380e+01
  3, 30.62, -1.628681e+00,  1.903870e-01,  5.987736e-01,  1.213761e+00,  1.860611e+00,  4.512678e+03,  1.921090e+03,  1.075287e+03,  7.679911e+02,  5.848262e+02,  4.544847e+02,  3.558601e+02,  2.797324e+02,  2.192928e+02,  1.710812e+02,  1.318683e+02,  9.990115e+01,  7.463920e+01,  5.478687e+01,  3.937973e+01,  2.775171e+01,  1.908176e+01,  1.278669e+01
  3, 46.63, -2.438885e+00, -3.805128e+00,  5.398586e-01,  1.475009e+00,  1.010615e+00,  6.749516e+02,  1.563354e+02,  6.897377e+01,  5.021780e+01,  3.937722e+01,  3.135064e+01,  2.510812e+01,  2.018621e+01,  1.620458e+01,  1.296965e+01,  1.028697e+01,  8.052395e+00,  6.242610e+00,  4.779308e+00,  3.605396e+00,  2.684225e+00,  1.965246e+00,  1.414315e+00
  3, 48.20, -3.630777e-01, -7.297258e-01, -5.687372e-01,  1.176774e+00,  1.880598e+00,  1.671711e+03,  1.508352e+03,  1.164778e+03,  9.138201e+02,  7.210117e+02,  5.724447e+02,  4.561021e+02,  3.631723e+02,  2.861519e+02,  2.218626e+02,  1.675603e+02,  1.223245e+02,  8.658352e+01,  5.918316e+01,  3.894176e+01,  2.473823e+01,  1.509952e+01,  8.853563e+00
  3, 48.94, -2.045962e+00, -7.414560e-01, -6.802867e-01,  8.066959e-01,  8.307868e-01,  1.558296e+03,  1.264387e+03,  9.401015e+02,  7.125280e+02,  5.403665e+02,  4.087338e+02,  3.076111e+02,  2.304084e+02,  1.708165e+02,  1.252082e+02,  9.003356e+01,  6.314488e+01,  4.342511e+01,  2.917870e+01,  1.909471e+01,  1.220526e+01,  7.581783e+00,  4.574285e+00
  3, 36.56, -1.528086e+00, -3.217486e+00, -3.421344e+00,  1.217517e+00,  1.555107e+00,  9.012750e+03,  5.643578e+03,  3.264180e+03,  1.831015e+03,  9.785395e+02,  5.029812e+02,  2.501504e+02,  1.220511e+02,  5.820743e+01,  2.729417e+01,  1.246552e+01,  5.507880e+00,  2.400086e+00,  1.031940e+00,  4.362689e-01,  1.834005e-01,  7.626929e-02,  3.150098e-02
  3, 42.26, -9.152106e-01, -2.658674e+00,  4.309536e-01,  1.923085e+00,  1.594448e+00,  4.222021e+03,  3.243537e+03,  2.332229e+03,  1.698554e+03,  1.229195e+03,  8.821880e+02,  6.270967e+02,  4.424080e+02,  3.081727e+02,  2.120591e+02,  1.432179e+02,  9.468220e+01,  6.186438e+01,  3.973296e+01,  2.479095e+01,  1.490151e+01,  8.486501e+00,  4.539920e+00
  3, 39.01, -7.508644e-01, -2.965969e+00,  6.309118e-01,  1.010768e+00,  1.663257e+00,  5.700798e+03,  4.923346e+03,  3.914930e+03,  3.019374e+03,  2.211244e+03,  1.530331e+03,  9.978941e+02,  6.139974e+02,  3.536184e+02,  1.905489e+02,  9.504112e+01,  4.382397e+01,  1.950525e+01,  8.890134e+00,  4.473119e+00,  2.601607e+00,  1.676802e+00,  1.131459e+00
  3, 32.54, -4.949207e-01,  2.650692e-01, -3.775777e+00,  1.136443e+00,  1.855470e+00,  7.395280e+03,  5.982382e+03,  4.374785e+03,  3.167869e+03,  2.219831e+03,  1.507651e+03,  1.003138e+03,  6.668706e+02,  4.477240e+02,  3.069816e+02,  2.139176e+02,  1.502596e+02,  1.063167e+02,  7.502161e+01,  5.238185e+01,  3.614267e+01,  2.447152e+01,  1.621587e+01
  3, 30.07, -7.983071e-01, -2.764505e+00, -2.007110e+00,  8.888247e-01,  8.074287e-01,  1.497067e+04,  1.181869e+04,  8.484787e+03,  5.852550e+03,  3.830168e+03,  2.388069e+03,  1.425784e+03,  8.242378e+02,  4.610482e+02,  2.512555e+02,  1.326079e+02,  6.754796e+01,  3.379637e+01,  1.662955e+01,  8.034161e+00,  3.848297e+00,  1.817260e+00,  8.468526e-01
  3, 44.91, -3.863241e+00, -1.150597e+00, -3.352800e+00,  7.542815e-01,  1.181792e+00,  3.174318e+03,  2.604229e+03,  1.978648e+03,  1.453753e+03,  1.015168e+03,  6.739483e+02,  4.261961e+02,  2.585767e+02,  1.500669e+02,  8.366228e+01,  4.444675e+01,  2.237217e+01,  1.084355e+01,  5.066110e+00,  2.277452e+00,  9.969524e-01,  4.230137e-01,  1.745303e-01
  3, 44.76, -7.756692e-01, -9.596459e-01, -2.346668e+00,  1.039500e+00,  1.337115e+00,  3.245164e+03,  2.651126e+03,  2.000736e+03,  1.526581e+03,  1.159073e+03,  8.773493e+02,  6.618454e+02,  4.955263e+02,  3.632703e+02,  2.586668e+02,  1.766184e+02,  1.146175e+02,  7.113906e+01,  4.210095e+01,  2.368719e+01,  1.274839e+01,  6.532460e+00,  3.190988e+00
  3, 43.58,  1.403519e-01, -3.595270e+00, -2.280996e+00,  1.849172e+00,  1.654645e+00,  1.298556e+03,  1.359531e+03,  1.074069e+03,  8.588907e+02,  6.874064e+02,  5.494024e+02,  4.377935e+02,  3.479051e+02,  2.744967e+02,  2.148141e+02,  1.656548e+02,  1.252686e+02,  9.323491e+01,  6.805186e+01,  4.855536e+01,  3.390932e+01,  2.305506e+01,  1.522395e+01
  3, 45.40, -2.060195e+00, -2.325944e-01, -1.143813e-01,  7.906910e-01,  7.911611e-01,  1.180635e+03,  1.079087e+03,  8.250377e+02,  6.394732e+02,  4.963206e+02,  3.854725e+02,  2.992786e+02,  2.323932e+02,  1.795670e+02,  1.378728e+02,  1.044282e+02,  7.760494e+01,  5.679542e+01,  4.077354e+01,  2.861474e+01,  1.966029e+01,  1.315753e+01,  8.566415e+00
  3, 45.33, -1.836997e+00, -2.278332e+00, -6.366814e-01,  1.531699e+00,  1.852867e+00,  3.945191e+03,  2.416697e+03,  1.455547e+03,  8.728520e+02,  5.008628e+02,  2.741496e+02,  1.434046e+02,  7.290596e+01,  3.645493e+01,  1.856253e+01,  9.927743e+00,  5.729604e+00,  3.608780e+00,  2.401971e+00,  1.632766e+00,  1.114037e+00,  7.516900e-01,  4.987371e-01
  3, 44.15, -3.403018e+00, -3.545729e+00, -3.561903e+00,  1.873267e+00,  8.162946e-01,  3.866438e+02,  1.055999e+02,  4.049378e+01,  1.842867e+01,  8.811585e+00,  4.368230e+00,  2.221953e+00,  1.161319e+00,  6.155724e-01,  3.301727e-01,  1.767251e-01,  9.349316e-02,  4.941136e-02,  2.597038e-02,  1.349261e-02,  6.967682e-03,  3.548247e-03,  1.782792e-03
  3, 44.77, -2.756068e+00, -1.872094e+00,  3.822084e-01,  1.557698e+00,  1.198022e+00,  5.953225e+02,  1.527899e+02,  6.417942e+01,  4.321077e+01,  3.282180e+01,  2.571428e+01,  2.037946e+01,  1.626245e+01,  1.298007e+01,  1.034118e+01,  8.170213e+00,  6.373187e+00,  4.925154e+00,  3.759263e+00,  2.827313e+00,  2.098376e+00,  1.531162e+00,  1.097830e+00
  3, 39.14, -1.242884e+00, -3.252964e+00,  3.209783e-01,  1.734841e+00,  8.915957e-01,  6.051910e+03,  4.203597e+03,  2.815420e+03,  1.918323e+03,  1.298825e+03,  8.699831e+02,  5.706870e+02,  3.632003e+02,  2.205641e+02,  1.272873e+02,  6.922344e+01,  3.561466e+01,  1.805226e+01,  9.393004e+00,  5.211943e+00,  3.145172e+00,  2.012404e+00,  1.325535e+00
  3, 37.99, -3.703110e+00, -3.125894e+00,  1.548345e-02,  1.405659e+00,  1.258946e+00,  1.565140e+02,  1.571341e+02,  1.241549e+02,  9.977465e+01,  8.043806e+01,  6.488986e+01,  5.228958e+01,  4.209542e+01,  3.371337e+01,  2.683615e+01,  2.110494e+01,  1.632715e+01,  1.246909e+01,  9.370222e+00,  6.909856e+00,  5.006768e+00,  3.549093e+00,  2.458422e+00
  3, 38.44, -3.018340e+00, -1.008667e+00, -8.149037e-01,  1.965397e+00,  1.606549e+00,  6.937231e+02,  1.690310e+02,  7.947109e+01,  5.478863e+01,  4.098178e+01,  3.127349e+01,  2.392305e+01,  1.823702e+01,  1.374695e+01,  1.023560e+01,  7.483899e+00,  5.357534e+00,  3.783726e+00,  2.632529e+00,  1.800931e+00,  1.214523e+00,  8.031832e-01,  5.200106e-01
  3, 37.52, -1.612607e+00, -2.234187e+00, -3.189983e+00,  1.218518e+00,  1.898897e+00,  7.651711e+03,  4.647649e+03,  2.681188e+03,  1.542439e+03,  8.679609e+02,  4.809439e+02,  2.626831e+02,  1.423030e+02,  7.583013e+01,  3.978505e+01,  2.031022e+01,  1.000261e+01,  4.819989e+00,  2.268436e+00,  1.038362e+00,  4.666891e-01,  2.047521e-01,  8.788758e-02
  3, 37.39, -7.624798e-01, -2.423224e-01, -3.789956e+00,  1.919767e+00,  7.639485e-01,  5.694898e+03,  4.441711e+03,  3.224331e+03,  2.370024e+03,  1.731408e+03,  1.254523e+03,  9.002510e+02,  6.409292e+02,  4.503091e+02,  3.121402e+02,  2.116881e+02,  1.395528e+02,  8.998854e+01,  5.659414e+01,  3.473069e+01,  2.103602e+01,  1.259385e+01,  7.452649e+00
  3, 42.29, -3.591582e+00, -3.761278e+00, -4.048208e-01,  7.494598e-01,  1.203581e+00,  6.224350e+02,  5.836366e+02,  4.551857e+02,  3.597652e+02,  2.843113e+02,  2.241108e+02,  1.758982e+02,  1.375046e+02,  1.065554e+02,  8.176773e+01,  6.170277e+01,  4.554746e+01,  3.302549e+01,  2.343488e+01,  1.622193e+01,  1.097476e+01,  7.220971e+00,  4.616073e+00
  3, 36.56,  3.400422e-01, -8.421813e-01, -3.541208e+00,  1.574241e+00,  1.206942e+00,  1.896655e+03,  2.051547e+03,  1.624955e+03,  1.302459e+03,  1.045119e+03,  8.376927e+02,  6.696165e+02,  5.339327e+02,  4.228117e+02,  3.321593e+02,  2.571786e+02,  1.952596e+02,  1.458280e+02,  1.066503e+02,  7.602528e+01,  5.281759e+01,  3.561061e+01,  2.341390e+01
  3, 47.78, -1.857394e+00, -1.327741e+00, -1.914679e+00,  1.041166e+00,  1.613613e+00,  2.538522e+03,  1.703260e+03,  1.149723e+03,  8.035001e+02,  5.668986e+02,  4.023269e+02,  2.845399e+02,  1.989819e+02,  1.358677e+02,  9.025751e+01,  5.775269e+01,  3.536088e+01,  2.092014e+01,  1.194437e+01,  6.571211e+00,  3.511333e+00,  1.815665e+00,  9.104482e-01
  3, 36.99, -1.196646e+00, -1.516310e+00, -4.218554e-01,  1.805673e+00,  1.951087e+00,  7.044300e+03,  4.894578e+03,  3.276121e+03,  2.228840e+03,  1.505850e+03,  1.009753e+03,  6.723466e+02,  4.469123e+02,  2.953137e+02,  1.939582e+02,  1.251707e+02,  7.850916e+01,  4.796437e+01,  2.827247e+01,  1.593481e+01,  8.604831e+00,  4.424527e+00,  2.173908e+00
  3, 45.73, -2.709522e+00,  2.219866e-01, -2.559743e+00,  1.806282e+00,  1.749414e+00,  7.283703e+02,  1.532174e+02,  4.986019e+01,  3.115470e+01,  2.353586e+01,  1.850642e+01,  1.471385e+01,  1.176886e+01,  9.410248e+00,  7.507773e+00,  5.938713e+00,  4.637300e+00,  3.586666e+00,  2.738959e+00,  2.059185e+00,  1.524441e+00,  1.103912e+00,  7.774117e-01
  3, 39.89, -2.046366e+00,  1.442277e-01, -1.722135e+00,  1.833081e+00,  8.610612e-01,  4.295018e+03,  2.159986e+03,  1.047032e+03,  4.909891e+02,  2.136914e+02,  9.008011e+01,  4.085557e+01,  2.348740e+01,  1.751990e+01,  1.500221e+01,  1.323779e+01,  1.152460e+01,  9.788472e+00,  8.048129e+00,  6.365794e+00,  4.828175e+00,  3.485363e+00,  2.383735e+00
  3, 49.08,  3.912452e-01, -3.873375e-01, -1.558955e+00,  8.420935e-01,  1.646787e+00,  5.034022e+02,  6.531512e+02,  5.156106e+02,  4.118619e+02,  3.320505e+02,  2.721775e+02,  2.278387e+02,  1.944179e+02,  1.672523e+02,  1.436543e+02,  1.217534e+02,  1.009048e+02,  8.160776e+01,  6.403733e+01,  4.856125e+01,  3.561169e+01,  2.515138e+01,  1.707978e+01
  3, 46.82, -2.000090e+00, -5.879313e-02, -6.660683e-01,  1.446833e+00,  1.227268e+00,  1.562440e+03,  5.941573e+02,  2.824270e+02,  1.856426e+02,  1.369908e+02,  1.047502e+02,  8.111891e+01,  6.352703e+01,  5.029275e+01,  4.037868e+01,  3.268239e+01,  2.642824e+01,  2.123142e+01,  1.675492e+01,  1.287213e+01,  9.589975e+00,  6.876265e+00,  4.727119e+00
  3, 42.01, -2.585091e+00, -1.568670e+00, -1.984671e+00,  1.184327e+00,  1.753257e+00,  2.431978e+03,  1.582953e+03,  1.036370e+03,  6.980839e+02,  4.719428e+02,  3.194142e+02,  2.149301e+02,  1.432083e+02,  9.347596e+01,  5.964776e+01,  3.684675e+01,  2.189637e+01,  1.265288e+01,  7.101520e+00,  3.864318e+00,  2.054638e+00,  1.062834e+00,  5.356840e-01
  3, 41.67, -1.924464e+00, -2.562711e+00, -8.257369e-01,  9.959723e-01,  1.804948e+00,  4.152847e+03,  1.719020e+03,  6.816635e+02,  2.873395e+02,  1.316670e+02,  7.082476e+01,  4.469489e+01,  3.130091e+01,  2.288000e+01,  1.696087e+01,  1.251245e+01,  9.095980e+00,  6.530653e+00,  4.607478e+00,  3.181000e+00,  2.151927e+00,  1.418719e+00,  9.102923e-01
  3, 49.50, -1.120627e+00, -5.011544e-01, -3.742114e-01,  9.079393e-01,  1.884089e+00,  1.902553e+03,  1.368567e+03,  9.567107e+02,  7.073719e+02,  5.323002e+02,  4.034224e+02,  3.060684e+02,  2.320560e+02,  1.746863e+02,  1.303288e+02,  9.560587e+01,  6.856031e+01,  4.828647e+01,  3.327493e+01,  2.235686e+01,  1.466973e+01,  9.341772e+00,  5.761419e+00
  3, 33.74, -2.809069e+00,  3.220452e-01,  2.165282e-01,  1.275757e+00,  1.528037e+00,  5.634453e+02,  5.865525e+02,  4.632438e+02,  3.719036e+02,  2.995183e+02,  2.413558e+02,  1.942523e+02,  1.561699e+02,  1.248801e+02,  9.922847e+01,  7.787065e+01,  6.008369e+01,  4.573649e+01,  3.422665e+01,  2.510368e+01,  1.806904e+01,  1.271303e+01,  8.744251e+00
  3, 40.87, -1.474571e+00, -2.589756e+00, -1.650365e+00,  1.948225e+00,  1.559662e+00,  5.409959e+03,  3.534157e+03,  2.256666e+03,  1.471764e+03,  9.549399e+02,  6.165799e+02,  3.968234e+02,  2.562409e+02,  1.650124e+02,  1.055644e+02,  6.604380e+01,  3.991097e+01,  2.343920e+01,  1.333669e+01,  7.338389e+00,  3.938071e+00,  2.055172e+00,  1.046077e+00
  3, 48.96, -6.410597e-01, -6.324298e-01,  1.615369e-01,  7.885194e-01,  1.403029e+00,  2.104201e+03,  1.773538e+03,  1.341426e+03,  1.028416e+03,  7.863965e+02,  5.974063e+02,  4.481132e+02,  3.299211e+02,  2.356321e+02,  1.626030e+02,  1.075878e+02,  6.821901e+01,  4.227578e+01,  2.593977e+01,  1.595793e+01,  9.981214e+00,  6.321527e+00,  4.031240e+00
  3, 48.37,  3.039292e-02, -3.287922e+00, -1.044696e+00,  7.615074e-01,  1.707330e+00,  1.010665e+03,  1.104236e+03,  9.627754e+02,  8.701178e+02,  7.875489e+02,  7.008973e+02,  6.086655e+02,  5.142390e+02,  4.203762e+02,  3.314621e+02,  2.498112e+02,  1.784239e+02,  1.210684e+02,  7.769060e+01,  4.699869e+01,  2.696063e+01,  1.464023e+01,  7.566287e+00
  3, 35.02, -2.011167e+00, -5.589695e-01, -1.253379e-03,  1.220397e+00,  1.311698e+00,  2.715479e+03,  1.720968e+03,  1.232035e+03,  9.276154e+02,  6.999520e+02,  5.222084e+02,  3.816771e+02,  2.731005e+02,  1.909286e+02,  1.313253e+02,  8.897582e+01,  5.962980e+01,  4.009824e+01,  2.704372e+01,  1.821454e+01,  1.224025e+01,  8.134696e+00,  5.324042e+00
  3, 32.99, -5.487309e-01, -3.654400e+00, -1.271654e+00,  9.949851e-01,  1.334569e+00,  7.757998e+03,  6.679404e+03,  5.396807e+03,  4.346530e+03,  3.382559e+03,  2.523493e+03,  1.802159e+03,  1.236442e+03,  8.128077e+02,  5.138728e+02,  3.108183e+02,  1.794738e+02,  1.005365e+02,  5.482736e+01,  2.915893e+01,  1.528336e+01,  7.866305e+00,  3.979940e+00
  3, 33.02,  4.107035e-01, -3.903430e+00, -2.395326e+00,  7.171857e-01,  1.196098e+00,  2.375694e+03,  2.593480e+03,  2.078174e+03,  1.741627e+03,  1.521444e+03,  1.364955e+03,  1.228933e+03,  1.092636e+03,  9.494027e+02,  8.024174e+02,  6.543093e+02,  5.105994e+02,  3.811493e+02,  2.704327e+02,  1.813571e+02,  1.150124e+02,  6.854672e+01,  3.834619e+01
  3, 34.76, -2.007482e-01, -1.404667e+00, -1.609242e+00,  1.300964e+00,  1.394380e+00,  4.483195e+03,  3.956160e+03,  3.033664e+03,  2.354646e+03,  1.822956e+03,  1.406136e+03,  1.083387e+03,  8.401858e+02,  6.563843e+02,  5.154968e+02,  4.010004e+02,  3.038748e+02,  2.228223e+02,  1.565208e+02,  1.046445e+02,  6.664778e+01,  4.020535e+01,  2.294987e+01
  3, 48.55, -1.797200e+00,  5.127097e-01,  6.101818e-02,  1.529539e+00,  8.610075e-01,  2.624075e+03,  1.236184e+03,  5.049079e+02,  2.066218e+02,  9.314443e+01,  5.241991e+01,  3.557904e+01,  2.661496e+01,  2.080445e+01,  1.671742e+01,  1.361106e+01,  1.109927e+01,  9.027346e+00,  7.265726e+00,  5.754570e+00,  4.477388e+00,  3.403459e+00,  2.520623e+00
  3, 34.32,  1.487619e-01,  5.010111e-01, -3.436830e+00,  7.248054e-01,  1.650469e+00,  3.161078e+03,  3.065298e+03,  2.356339e+03,  1.809037e+03,  1.373406e+03,  1.035158e+03,  7.784854e+02,  5.877221e+02,  4.445188e+02,  3.368872e+02,  2.540047e+02,  1.894600e+02,  1.402334e+02,  1.025235e+02,  7.373735e+01,  5.219928e+01,  3.615900e+01,  2.443495e+01
  3, 33.19, -2.843262e+00,  4.745428e-01, -2.982980e+00,  1.315666e+00,  1.695739e+00,  4.189109e+02,  4.562530e+02,  3.610743e+02,  2.905631e+02,  2.346702e+02,  1.897241e+02,  1.532793e+02,  1.237652e+02,  9.946413e+01,  7.949009e+01,  6.280640e+01,  4.885800e+01,  3.755413e+01,  2.843380e+01,  2.115194e+01,  1.547863e+01,  1.109085e+01,  7.762396e+00
  3, 37.68, -1.343391e+00, -3.502670e+00, -7.395860e-01,  1.884458e+00,  9.714024e-01,  6.780585e+03,  4.529046e+03,  2.941860e+03,  1.948068e+03,  1.282489e+03,  8.390389e+02,  5.450798e+02,  3.522595e+02,  2.241102e+02,  1.397116e+02,  8.429482e+01,  4.895787e+01,  2.783900e+01,  1.562612e+01,  8.734285e+00,  4.937206e+00,  2.817320e+00,  1.619051e+00
  3, 49.38, -3.575846e+00, -3.498277e+00, -3.634261e+00,  1.405201e+00,  1.808393e+00,  2.624814e+02,  7.396545e+01,  2.893830e+01,  1.333219e+01,  6.437147e+00,  3.216768e+00,  1.647328e+00,  8.658836e-01,  4.612146e-01,  2.484223e-01,  1.334606e-01,  7.083838e-02,  3.754702e-02,  1.978476e-02,  1.030242e-02,  5.330683e-03,  2.719259e-03,  1.367971e-03
  3, 36.25, -2.226277e-01, -3.651591e+00, -3.373314e+00,  8.963700e-01,  1.756052e+00,  4.062442e+03,  3.769832e+03,  3.163529e+03,  2.734956e+03,  2.346426e+03,  1.960556e+03,  1.583115e+03,  1.233121e+03,  9.214698e+02,  6.595474e+02,  4.480546e+02,  2.866335e+02,  1.738620e+02,  9.972869e+01,  5.395991e+01,  2.774992e+01,  1.351114e+01,  6.242676e+00
  3, 45.71, -3.481066e+00, -9.074044e-01, -3.780784e+00,  1.136900e+00,  1.321748e+00,  1.347857e+03,  1.114483e+03,  8.634886e+02,  6.970104e+02,  5.685413e+02,  4.573067e+02,  3.568951e+02,  2.688898e+02,  1.943860e+02,  1.347369e+02,  8.876033e+01,  5.516549e+01,  3.260897e+01,  1.829098e+01,  9.710593e+00,  4.917544e+00,  2.365172e+00,  1.082541e+00
  3, 31.94, -1.271516e+00, -8.908722e-01, -2.093939e+00,  1.793815e+00,  1.176541e+00,  1.057356e+04,  6.956959e+03,  4.464606e+03,  2.923032e+03,  1.901545e+03,  1.226598e+03,  7.822184e+02,  4.949653e+02,  3.104456e+02,  1.949941e+02,  1.226043e+02,  7.680960e+01,  4.795995e+01,  2.936992e+01,  1.738830e+01,  9.934589e+00,  5.432951e+00,  2.841560e+00
  3, 49.59, -3.621628e-01,  2.329145e-01, -3.538971e+00,  1.763378e+00,  1.003074e+00,  1.511926e+03,  1.373655e+03,  1.063051e+03,  8.331617e+02,  6.521469e+02,  5.085947e+02,  3.945100e+02,  3.045119e+02,  2.327679e+02,  1.760457e+02,  1.308085e+02,  9.498058e+01,  6.765689e+01,  4.698496e+01,  3.153712e+01,  2.038088e+01,  1.259369e+01,  7.497412e+00
